% of Regional Sales,% of Total Sales,Region,Customer ID,First Name,Last Name,Sales,Order Date,Stock,Total Regional Sales,Total Sales
60.902277245,59.852695314,Central,111,Fifine,Onion,9537.12,27/05/2018,Hi-Crush Partners LP,15659.71,15934.32
65.755680292,65.755680292,Central,112,Swen,Druitt,8174.47,02/09/2016,ProAssurance Corporation,12431.58,12431.58
45.572017782,15.768249922,Central,118,Guglielma,McInulty,5026.27,07/09/2016,Tsakos Energy Navigation Ltd,11029.29,31875.89
54.489416226,39.210152608,Central,124,Tedi,Critch,7620.65,05/02/2018,SP Plus Corporation,13985.56,19435.4
42.258322295,28.324648334,Central,136,Daron,Tomczykowski,5869.85,26/12/2017,NASDAQ TEST STOCK,13890.4,20723.47
52.634979320,52.634979320,Central,139,Rurik,Montier,9043.1,20/10/2017,"Dillard's, Inc.",17180.78,17180.78
39.992982118,39.992982118,Central,141,Cathi,Deny,5721.52,13/12/2016,"Hercules Capital, Inc.",14306.31,14306.31
88.026160533,21.398047472,Central,144,Aila,Prettyjohn,7422.85,07/05/2018,Deutsche Bank AG,8432.55,34689.38
22.823211071,22.823211071,Central,147,Dorri,Bamsey,1101.56,07/09/2018,"Smith & Nephew SNATS, Inc.",4826.49,4826.49
45.510583774,32.749055847,Central,149,Renault,Allkins,6364.91,06/01/2017,SP Plus Corporation,13985.56,19435.4
14.536425388,5.431647934,Central,155,Suzette,Thing,840.39,13/11/2016,FlexShares Credit-Scored US Long Corporate Bond Index Fund,5781.27,15472.1
49.624637750,35.847954186,Central,165,Corinna,Flipek,8430.03,05/01/2018,Vipshop Holdings Limited,16987.59,23516.07
95.744819878,95.744819878,Central,182,Carol,Juszczyk,7033.29,24/11/2016,"Veritone, Inc.",7345.87,7345.87
53.063368443,53.063368443,Central,189,Averil,Gentry,5192.5,24/01/2017,TiGenix,9785.47,9785.47
39.930955237,8.417375925,Central,194,Elwyn,McConaghy,3961.59,14/12/2016,Citigroup Inc.,9921.1,47064.43
39.097722755,38.423917682,Central,195,Harland,Pieroni,6122.59,27/02/2019,Hi-Crush Partners LP,15659.71,15934.32
19.289212126,14.601090485,Central,198,Georgi,Clurow,4315.18,15/08/2018,"America Movil, S.A.B. de C.V.",22370.95,29553.82
60.020452681,60.020452681,Central,199,Wit,Vashchenko,8598.38,16/08/2016,Delta Technology Holdings Limited,14325.75,14325.75
37.130861014,18.334418005,Central,209,Vi,Pleavin,3248.23,08/03/2017,"Patrick Industries, Inc.",8748.06,17716.57
52.146131945,25.757384675,Central,215,Constantine,Burdett,4717.89,25/03/2017,"Micron Technology, Inc.",9047.44,18316.65
44.550723148,33.722950197,Central,219,Rockie,Zettoi,9966.42,18/03/2018,"America Movil, S.A.B. de C.V.",22370.95,29553.82
8.647245650,3.621280087,Central,222,Inger,Butner,774.59,03/07/2017,Silver Run Acquisition Corporation II,8957.65,21389.95
32.486114517,32.486114517,Central,242,Jeniece,Blare,4503.68,18/12/2016,Gladstone Land Corporation,13863.4,13863.4
7.230831233,7.230831233,Central,243,Aland,Synke,326.54,23/05/2018,"Civista Bancshares, Inc. ",4515.94,4515.94
48.503017403,48.503017403,Central,248,Arther,Guerrin,5090.77,21/06/2017,Petroleo Brasileiro S.A.- Petrobras,10495.78,10495.78
80.771001941,50.364511888,Central,253,Cirilo,Meiklejohn,9524.04,18/05/2017,Lindblad Expeditions Holdings Inc.,11791.41,18910.22
73.956052399,20.148362892,Central,264,Aube,Graves,6545.51,06/08/2018,U.S. Bancorp,8850.54,32486.56
39.979547319,39.979547319,Central,269,Alexandr,Porte,5727.37,27/04/2018,Delta Technology Holdings Limited,14325.75,14325.75
80.158152332,80.158152332,Central,274,Percy,Coleridge,3886.46,28/10/2016,Materion Corporation,4848.49,4848.49
52.167878918,52.167878918,Central,285,Elsa,Label,9754.35,25/08/2018,"Netlist, Inc.",18698,18698
31.096884619,12.934957047,Central,299,Maje,Studdeard,3288.48,03/04/2018,Newtek Business Services Corp.,10574.95,25423.2
19.503890785,13.396738947,Central,305,Craggie,Ethelston,1783.82,29/09/2018,"Monolithic Power Systems, Inc.",9145.97,13315.33
4.255180122,4.255180122,Central,320,Sher,Burnie,312.58,04/11/2017,"Veritone, Inc.",7345.87,7345.87
39.949299977,8.421242964,Central,324,Ives,Calderonello,3963.41,12/10/2017,Citigroup Inc.,9921.1,47064.43
49.914485489,49.914485489,Central,325,Melisandra,Jeffray,7240.75,30/06/2018,Gorman-Rupp Company (The),14506.31,14506.31
52.098311127,22.941602965,Central,330,Risa,Ansley,6787.17,01/09/2016,KKR & Co. L.P.,13027.62,29584.55
50.085514511,50.085514511,Central,340,Korrie,Lowen,7265.56,18/07/2017,Gorman-Rupp Company (The),14506.31,14506.31
16.609609625,16.609609625,Central,346,Dorthea,Falvey,1962.05,27/10/2016,"Lombard Medical, Inc.",11812.74,11812.74
72.430366424,27.307635397,Central,349,Dunn,Wilber,4872.13,22/11/2017,"Voyager Therapeutics, Inc.",6726.64,17841.64
72.954785658,30.870869295,Central,354,Vickie,Kittoe,5529.09,20/07/2016,M&T Bank Corporation,7578.79,17910.38
29.374038619,12.780720649,Central,355,Regen,Mulholland,3471.7,02/09/2017,"Bankwell Financial Group, Inc.",11818.94,27163.57
40.321472310,23.158991262,Central,358,Margery,Pregal,5011.08,02/02/2018,"Washington Federal, Inc.",12427.82,21637.73
97.835604135,97.835604135,Central,370,Leicester,Hinchon,7450.69,26/11/2016,Potash Corporation of Saskatchewan Inc.,7615.52,7615.52
53.411500391,53.411500391,Central,374,Tiebout,Ruperti,8582.24,07/04/2018,"Heron Therapeutics, Inc.  ",16068.15,16068.15
41.982987224,32.011337014,Central,375,Viviana,Glasscoe,3093.55,16/06/2017,"Liberty Expedia Holdings, Inc.",7368.58,9663.92
36.147337441,6.397303627,Central,377,Raine,Shropsheir,6531.56,08/12/2018,Bank of America Corporation,18069.27,102098.64
54.499380434,40.287704424,Central,381,Morgan,Roggerone,9667.22,12/01/2018,Pennsylvania Real Estate Investment Trust,17738.22,23995.46
27.559563791,19.473641234,Central,383,Dewitt,Dracey,3434.2,18/02/2019,"Bridge Bancorp, Inc.",12461.01,17635.12
17.238570456,3.548157758,Central,392,Chico,St. Queintain,774.56,03/04/2019,Playa Hotels & Resorts N.V.,4493.18,21829.92
19.841847668,19.841847668,Central,395,Frederico,Pentland,962.03,08/10/2016,Materion Corporation,4848.49,4848.49
34.460869593,19.016938806,Central,396,Even,Oliveti,3214.92,27/03/2017,"Texas Capital Bancshares, Inc.",9329.19,16905.56
58.869701533,56.775941756,Central,404,Elianora,Maxworthy,9546.04,18/12/2016,Lions Gate Entertainment Corporation,16215.54,16813.53
77.176788929,77.176788929,Central,415,Lilian,Lambswood,3724.93,23/07/2016,"Smith & Nephew SNATS, Inc.",4826.49,4826.49
40.695450510,40.695450510,Central,432,Tallie,Ney,5345.03,21/07/2017,"Kratos Defense & Security Solutions, Inc.",13134.22,13134.22
41.205882427,41.205882427,Central,439,Dennison,Klainer,3293.99,08/08/2018,"Seattle Genetics, Inc.",7993.98,7993.98
63.208082166,63.208082166,Central,446,Seumas,Crapper,6620.68,25/04/2017,Nevro Corp.,10474.42,10474.42
41.524607126,19.890275268,Central,447,Dinny,Mathou,5722.83,20/03/2018,"Colony NorthStar, Inc.",13781.78,28772
33.359022359,10.147975432,Central,461,Conrade,Masding,3661.97,12/06/2016,CF Corporation,10977.45,36085.72
63.005138351,63.005138351,Central,465,Annadiana,Beloe,7471.08,21/09/2017,MiX Telematics Limited,11857.89,11857.89
36.581449920,13.685296700,Central,466,Anabel,Diggens,2754.66,04/08/2018,Abeona Therapeutics Inc.,7530.21,20128.61
46.936631557,46.936631557,Central,469,Elsinore,Cissell,4592.97,03/03/2019,TiGenix,9785.47,9785.47
58.797512432,24.509627497,Central,475,Octavia,Cain,2887.44,16/06/2018,Dynasil Corporation of America,4910.82,11780.84
15.041157707,7.473331494,Central,480,Conn,Dorre,1324.58,23/08/2016,Huntington Bancshares Incorporated,8806.37,17724.09
80.906554823,53.221204541,Central,487,Yolanda,Van Rembrandt,7172.18,17/08/2016,Stantec Inc,8864.77,13476.17
5.776596682,1.573758502,Central,488,Vikky,Stallion,511.26,16/08/2017,U.S. Bancorp,8850.54,32486.56
15.243404378,15.243404378,Central,491,Terence,Kilroy,1341.79,07/02/2019,Voya Prime Rate Trust,8802.43,8802.43
2.164395865,2.164395865,Central,492,Juli,Willgrass,164.83,19/07/2017,Potash Corporation of Saskatchewan Inc.,7615.52,7615.52
38.533762291,22.068779052,Central,502,Meagan,Hacard,4889.21,16/08/2016,Panhandle Royalty Company,12688.12,22154.42
60.019862179,27.300407487,Central,504,Jorry,Casper,5239.83,06/12/2017,BioSpecifics Technologies Corp,8730.16,19193.23
36.160064727,27.371588512,Central,507,Kamila,Gavaran,8089.35,12/02/2017,"America Movil, S.A.B. de C.V.",22370.95,29553.82
57.741677705,38.702736559,Central,508,Hollyanne,Watkinson,8020.55,28/05/2016,NASDAQ TEST STOCK,13890.4,20723.47
39.980137821,18.185214266,Central,510,Berti,Milbourne,3490.33,04/08/2017,BioSpecifics Technologies Corp,8730.16,19193.23
50.013415584,50.013415584,Central,512,Hedi,Epple,4175.37,08/09/2018,The Long-Term Care ETF,8348.5,8348.5
44.405876559,11.623489578,Central,519,Berton,Pruce,2245.17,12/03/2017,Harvest Capital Credit Corporation,5056.02,19315.8
87.138740787,61.969952647,Central,525,Fayth,Bloomfield,7880.88,29/04/2018,Alphabet Inc.,9044.06,12717.26
54.928882541,53.817081689,Central,529,Karlee,Steet,4653.52,22/02/2017,Landmark Infrastructure Partners LP,8471.9,8646.92
43.875241773,43.875241773,Central,536,Gusta,Lyle,4829.44,02/02/2017,VSE Corporation,11007.21,11007.21
34.244319708,34.244319708,Central,537,Morie,Cartmael,4257.11,30/06/2016,ProAssurance Corporation,12431.58,12431.58
37.102370784,19.858478423,Central,543,Vail,Aurelius,6688.27,28/01/2017,Morgan Stanley,18026.53,33679.67
58.017012776,44.237017691,Central,549,Illa,Schimon,4275.03,12/09/2017,"Liberty Expedia Holdings, Inc.",7368.58,9663.92
64.832875762,43.711964670,Central,560,Alyse,Browne,9866.28,15/12/2017,"Telephone and Data Systems, Inc.",15218.02,22571.12
85.463574612,31.934126589,Central,568,Alvira,Kerry,4940.88,22/02/2019,FlexShares Credit-Scored US Long Corporate Bond Index Fund,5781.27,15472.1
41.202487568,17.175175964,Central,570,Abeu,Bilston,2023.38,06/12/2018,Dynasil Corporation of America,4910.82,11780.84
66.640977641,20.272506687,Central,572,Adams,Berger,7315.48,13/02/2017,CF Corporation,10977.45,36085.72
23.996524092,18.402888668,Central,579,Charmion,McKinnon,996.89,18/09/2018,Pimco Corporate & Income Stategy Fund,4154.31,5417.03
54.884712427,41.825532788,Central,580,Adelind,Wyke,9297.13,17/06/2018,Anworth Mortgage Asset  Corporation,16939.38,22228.36
36.791917834,36.791917834,Central,583,Torey,Huge,3853.74,23/12/2017,Nevro Corp.,10474.42,10474.42
40.741007323,13.364222595,Central,586,Arlana,Lakin,8886.62,04/11/2016,J P Morgan Chase & Co,21812.47,66495.6
19.441047804,6.531827829,Central,593,Alexandrina,Klampt,440.4,15/06/2018,Vanguard Intermediate-Term Corporate Bond ETF,2265.31,6742.37
36.994861649,36.994861649,Central,596,Allyn,O'Fallon,4386.81,20/09/2017,MiX Telematics Limited,11857.89,11857.89
43.692754552,29.701391384,Central,598,Patrice,Stillert,6678.94,05/03/2019,FelCor Lodging Trust Incorporated,15286.15,22486.96
60.007017882,60.007017882,Central,601,Jere,Judgkins,8584.79,19/12/2016,"Hercules Capital, Inc.",14306.31,14306.31
16.936592899,9.065053191,Central,606,Brittan,Issit,3053.08,30/08/2017,Morgan Stanley,18026.53,33679.67
49.553330588,39.618952719,Central,612,Maurise,Soulsby,4500.82,13/03/2017,CPI Card Group Inc.,9082.78,11360.27
33.390744870,33.390744870,Central,614,Brooke,Gillow,4340.7,23/04/2018,Nuveen Quality Municipal Income Fund,12999.71,12999.71
47.853868055,23.637237159,Central,623,Cristal,Stockin,4329.55,29/09/2018,"Micron Technology, Inc.",9047.44,18316.65
47.832121082,47.832121082,Central,625,Heddi,Filippello,8943.65,12/01/2019,"Netlist, Inc.",18698,18698
26.382798463,8.654316977,Central,626,Kalli,Bernaert,5754.74,12/12/2017,J P Morgan Chase & Co,21812.47,66495.6
92.769168767,92.769168767,Central,628,Ave,Lovart,4189.4,01/04/2019,"Civista Bancshares, Inc. ",4515.94,4515.94
61.098333503,22.607973053,Central,630,Abbye,Akers,5297.03,28/03/2018,Scorpio Tankers Inc.,8669.68,23429.92
58.794117573,58.794117573,Central,631,Ranna,Mariel,4699.99,09/08/2016,"Seattle Genetics, Inc.",7993.98,7993.98
20.119744786,4.241207213,Central,633,Idalia,Brosnan,1996.1,07/06/2018,Citigroup Inc.,9921.1,47064.43
46.588499609,46.588499609,Central,637,Lishe,Morratt,7485.91,16/03/2018,"Heron Therapeutics, Inc.  ",16068.15,16068.15
7.483181540,5.287630592,Central,638,Bob,Bucksey,932.48,22/05/2016,"Bridge Bancorp, Inc.",12461.01,17635.12
50.049292346,50.049292346,Central,641,Bride,Mailey,7082.11,12/01/2017,Nuveen Minnesota Quality Municipal Income Fund,14150.27,14150.27
67.513885483,67.513885483,Central,644,Deni,Nutbeam,9359.72,31/10/2018,Gladstone Land Corporation,13863.4,13863.4
56.124758227,56.124758227,Central,645,Beryl,Hankinson,6177.77,22/08/2017,VSE Corporation,11007.21,11007.21
29.661315994,29.661315994,Central,647,Fianna,Christian,2404.02,06/04/2017,Interstate Power and Light Company,8104.9,8104.9
64.436336161,40.487865250,Central,652,Valma,Volker,9977.87,10/02/2018,VanEck Vectors Pharmaceutical ETF,15484.85,24644.1
47.901688873,21.093611361,Central,654,Sibyl,Godspeede,6240.45,19/12/2018,KKR & Co. L.P.,13027.62,29584.55
54.427982218,18.832478089,Central,656,Claude,Sammons,6003.02,13/01/2017,Tsakos Energy Navigation Ltd,11029.29,31875.89
33.914023885,33.914023885,Central,660,Stephie,Munnion,1386.68,30/10/2016,Hancock Holding Company,4088.81,4088.81
80.558952196,27.066298646,Central,661,Shannon,Grisdale,1824.91,04/03/2019,Vanguard Intermediate-Term Corporate Bond ETF,2265.31,6742.37
45.071117459,44.158844999,Central,669,Damon,Strangeways,3818.38,24/04/2017,Landmark Infrastructure Partners LP,8471.9,8646.92
17.306262098,17.306262098,Central,672,Muffin,Ducham,1007.6,26/10/2018,Kirby Corporation,5822.17,5822.17
65.539130407,36.167213627,Central,680,Lea,Maffini,6114.27,07/10/2017,"Texas Capital Bancshares, Inc.",9329.19,16905.56
54.713162778,54.713162778,Central,681,Toinette,Tickle,7424.04,25/04/2018,Independence Holding Company,13569.02,13569.02
26.652848793,26.652848793,Central,683,Alfy,Molines,2679.84,05/05/2018,Gerdau S.A.,10054.61,10054.61
25.111779828,16.252133540,Central,691,Harlene,Bearham,2531.85,12/05/2017,TravelCenters of America LLC,10082.32,15578.57
33.305644278,33.305644278,Central,704,Dita,Gooderham,3183.53,20/09/2018,"Paychex, Inc.",9558.53,9558.53
20.267350919,5.521575692,Central,712,Celinda,Glacken,1793.77,20/06/2017,U.S. Bancorp,8850.54,32486.56
28.052176827,6.230071069,Central,713,Cly,Miko,1238.93,31/01/2018,Star Bulk Carriers Corp.,4416.52,19886.29
17.628175349,17.628175349,Central,715,Georgiana,Dyball,1479.91,04/06/2018,"Carver Bancorp, Inc.",8395.14,8395.14
16.371981969,16.371981969,Central,728,Vergil,Gowans,954.48,17/04/2017,Triangle Capital Corporation,5829.96,5829.96
49.950707654,49.950707654,Central,732,Syman,Diben,7068.16,21/12/2017,Nuveen Minnesota Quality Municipal Income Fund,14150.27,14150.27
54.851663944,54.851663944,Central,737,Rosene,Voden,1913.61,02/10/2018,"Summit Midstream Partners, LP",3488.7,3488.7
84.255722982,84.255722982,Central,745,Morganica,Beldham,1820.05,31/03/2019,"Jaguar Animal Health, Inc.",2160.15,2160.15
62.869138986,31.043424320,Central,749,Godiva,McCloughlin,5499.83,16/06/2016,"Patrick Industries, Inc.",8748.06,17716.57
47.365020680,47.365020680,Central,756,Latashia,O'Mullaney,8137.68,11/06/2018,"Dillard's, Inc.",17180.78,17180.78
11.439955369,6.387490674,Central,758,Stan,Espine,939.17,28/12/2016,Reading International Inc,8209.56,14703.27
11.973839467,2.910689093,Central,761,Giralda,Choppen,1009.7,06/03/2019,Deutsche Bank AG,8432.55,34689.38
83.628018031,83.628018031,Central,763,Tatiania,Bremmer,4875.48,23/01/2017,Triangle Capital Corporation,5829.96,5829.96
97.534443222,75.644920791,Central,767,Joyce,Hyndley,4185.32,23/05/2017,Timken Steel Corporation,4291.12,5532.85
2.465556778,1.912215224,Central,769,Marys,Vedenyapin,105.8,13/06/2017,Timken Steel Corporation,4291.12,5532.85
22.520185638,22.520185638,Central,771,Ermengarde,Chesnut,1840.55,03/02/2018,Torchmark Corporation,8172.89,8172.89
30.702087481,11.242554258,Central,774,Saudra,Carles,3589.86,09/08/2016,Equity Residential,11692.56,31931
82.371824651,82.371824651,Central,780,Juana,Cicconettii,6915.23,30/07/2018,"Carver Bancorp, Inc.",8395.14,8395.14
23.754744469,13.263444118,Central,785,Dennis,Cardello,1950.16,05/08/2016,Reading International Inc,8209.56,14703.27
84.756595622,84.756595622,Central,786,Corella,Cockney,7460.64,02/11/2018,Voya Prime Rate Trust,8802.43,8802.43
83.390390375,83.390390375,Central,791,Jyoti,Bloxland,9850.69,13/12/2016,"Lombard Medical, Inc.",11812.74,11812.74
20.567414781,20.567414781,Central,794,Rich,Wilkenson,1875.16,18/01/2018,"Blucora, Inc.",9117.14,9117.14
45.115287573,34.380629070,Central,796,Drusie,Jordi,7642.25,05/03/2019,Anworth Mortgage Asset  Corporation,16939.38,22228.36
34.482079243,6.102588634,Central,797,Ashly,Klimus,6230.66,27/09/2018,Bank of America Corporation,18069.27,102098.64
59.304549490,59.304549490,Central,798,Oswald,Tethacot,7789.19,09/08/2016,"Kratos Defense & Security Solutions, Inc.",13134.22,13134.22
80.496109215,55.290781378,Central,800,Stormi,Gowing,7362.15,22/07/2017,"Monolithic Power Systems, Inc.",9145.97,13315.33
59.678527690,34.276885792,Central,803,Sherie,Dawidowitz,7416.74,29/06/2018,"Washington Federal, Inc.",12427.82,21637.73
15.744277018,15.744277018,Central,806,Alyda,Ridoutt,340.1,30/07/2017,"Jaguar Animal Health, Inc.",2160.15,2160.15
29.370583316,5.197963460,Central,818,Maggie,Blackah,5307.05,26/04/2017,Bank of America Corporation,18069.27,102098.64
50.087817418,50.087817418,Central,822,Luce,Critchley,9219.92,15/05/2019,John Hancock Preferred Income Fund III,18407.51,18407.51
95.882692025,66.482018314,Central,825,Adriane,Brimner,7102.52,15/10/2018,"Fusion Telecommunications International, Inc.",7407.51,10683.37
31.639683960,18.419595928,Central,829,Jeromy,Reedshaw,3117.92,08/06/2018,Nuveen California Quality Municipal Income Fund,9854.46,16927.19
91.352754350,38.256564415,Central,831,Sidnee,Macia,8183.06,18/06/2018,Silver Run Acquisition Corporation II,8957.65,21389.95
89.787296317,89.787296317,Central,835,Jamey,Tomaszkiewicz,3742.55,12/08/2017,LMP Capital and Income Fund Inc.,4168.24,4168.24
58.582675595,58.582675595,Central,838,Hagan,Bigland,6464.03,13/10/2017,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,11034.03,11034.03
45.500619566,33.635529388,Central,839,Tallia,Beeke,8071,25/08/2018,Pennsylvania Real Estate Investment Trust,17738.22,23995.46
35.563663839,22.346038200,Central,840,Kelly,Curedale,5506.98,28/11/2017,VanEck Vectors Pharmaceutical ETF,15484.85,24644.1
76.818304591,47.001586954,Central,842,Heinrik,Oloshkin,8589.07,09/11/2016,American Vanguard Corporation,11181.02,18274
58.798717396,58.798717396,Central,843,Kipper,Mallison,5609.38,02/01/2018,"Essex Property Trust, Inc.",9539.97,9539.97
68.360316040,39.797154755,Central,848,Olav,Frape,6736.54,07/04/2019,Nuveen California Quality Municipal Income Fund,9854.46,16927.19
49.912182582,49.912182582,Central,852,Pierrette,Dicte,9187.59,19/05/2019,John Hancock Preferred Income Fund III,18407.51,18407.51
52.782750979,34.379774987,Central,853,Violetta,Gerg,7809.72,20/05/2019,Molina Healthcare Inc,14795.97,22716.03
56.307245448,38.276449996,Central,861,Rachael,Flynn,8607.21,14/01/2018,FelCor Lodging Trust Incorporated,15286.15,22486.96
35.167124238,23.710564651,Central,862,Don,Dwire,5351.74,31/07/2016,"Telephone and Data Systems, Inc.",15218.02,22571.12
77.267320930,36.570170583,Central,872,Zachary,Gruby,9387.23,24/03/2018,American Homes 4 Rent,12149.03,25669.09
77.479814362,77.479814362,Central,874,Rey,Kopelman,6332.34,05/07/2016,Torchmark Corporation,8172.89,8172.89
45.148336056,45.148336056,Central,878,Cathleen,Seebright,1575.09,08/12/2018,"Summit Midstream Partners, LP",3488.7,3488.7
79.432585219,79.432585219,Central,881,Kirstin,O'Cosgra,7241.98,23/08/2017,"Blucora, Inc.",9117.14,9117.14
45.286837222,45.286837222,Central,885,Brenden,Elliman,6144.98,28/08/2016,Independence Holding Company,13569.02,13569.02
66.085976115,66.085976115,Central,889,Bethanne,Yeliashev,2702.13,21/10/2018,Hancock Holding Company,4088.81,4088.81
55.594123441,14.552076538,Central,896,Stacee,Mattson,2810.85,14/06/2018,Harvest Capital Credit Corporation,5056.02,19315.8
43.201339013,17.969885774,Central,900,Philippine,Osgarby,4568.52,29/04/2018,Newtek Business Services Corp.,10574.95,25423.2
7.733250434,7.733250434,Central,918,Broddy,Thorald,696.53,18/11/2018,"Resources Connection, Inc.",9006.95,9006.95
70.338684006,70.338684006,Central,921,Terri-jo,Golsthorp,5700.88,05/04/2017,Interstate Power and Light Company,8104.9,8104.9
25.701776368,10.690825703,Central,925,Joete,Wallington,2717.95,26/02/2018,Newtek Business Services Corp.,10574.95,25423.2
19.228998059,11.990183086,Central,926,Ruthanne,Nials,2267.37,21/04/2018,Lindblad Expeditions Holdings Inc.,11791.41,18910.22
81.870566127,23.272385200,Central,929,Andrej,Spellacy,9589,14/03/2019,"Goldman Sachs Group, Inc. (The)",11712.39,41203.34
64.957254669,45.898922151,Central,939,Benoite,Musker,8094.33,05/01/2017,"Bridge Bancorp, Inc.",12461.01,17635.12
23.181695409,14.183813068,Central,942,Elene,Jinks,2591.95,24/03/2017,American Vanguard Corporation,11181.02,18274
92.266749566,92.266749566,Central,946,Gwendolyn,Haggerstone,8310.42,19/11/2016,"Resources Connection, Inc.",9006.95,9006.95
66.694355722,66.694355722,Central,953,Kennan,Brissenden,6375,01/10/2017,"Paychex, Inc.",9558.53,9558.53
73.347151207,73.347151207,Central,954,Vin,Cossor,7374.77,14/06/2016,Gerdau S.A.,10054.61,10054.61
63.418550080,23.725185197,Central,955,Lyn,Nudds,4775.55,22/06/2018,Abeona Therapeutics Inc.,7530.21,20128.61
41.417324405,41.417324405,Central,958,Shellysheldon,Wyett,4570,30/11/2018,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,11034.03,11034.03
82.761429544,17.034510433,Central,962,Dacia,Killwick,3718.62,27/05/2017,Playa Hotels & Resorts N.V.,4493.18,21829.92
49.591250103,49.591250103,Central,966,Torry,Blowes,8403.52,14/05/2018,"Winnebago Industries, Inc.",16945.57,16945.57
18.129433873,5.153441444,Central,973,Terry,Averill,2123.39,06/04/2019,"Goldman Sachs Group, Inc. (The)",11712.39,41203.34
82.693737902,82.693737902,Central,979,Kameko,Smitton,4814.57,29/01/2019,Kirby Corporation,5822.17,5822.17
38.901666497,14.394628748,Central,981,Shane,McPhilemy,3372.65,29/10/2017,Scorpio Tankers Inc.,8669.68,23429.92
69.297912519,25.375653753,Central,983,Constance,Aldwich,8102.7,05/01/2017,Equity Residential,11692.56,31931
76.003475908,58.286921062,Central,989,Christabella,Raven,3157.42,06/02/2018,Pimco Corporate & Income Stategy Fund,4154.31,5417.03
33.495536443,18.633056011,North,1,Mellie,Meadowcraft,3569.76,30/05/2016,Hunter Maritime Acquisition Corp.,10657.42,19158.21
46.386169882,37.718506353,North,2,Crystie,Lissenden,8093.06,01/12/2017,Zymeworks Inc.,17447.14,21456.47
7.097819548,7.097819548,North,8,Ludvig,Thornthwaite,750.39,03/02/2018,Cambrex Corporation,10572.12,10572.12
24.836129213,6.664258917,North,12,Marris,Pelling,780.53,14/12/2017,Check Point Software Technologies Ltd.,3142.72,11712.18
82.865904251,16.849813923,North,17,Ugo,Harden,5482.98,27/12/2016,Public Storage,6616.69,32540.3
52.263903126,18.435169388,North,22,Stefania,Romeuf,3987.14,28/02/2018,Fortress Investment Group LLC,7628.86,21627.9
55.781721315,28.830212853,North,24,Che,Gritsaev,8748.9,20/08/2016,iStar Financial Inc.,15684.17,30346.29
32.869634837,24.055545192,North,25,Cornie,Lasselle,4204,17/10/2018,"Rockwell Medical, Inc.",12789.92,17476.22
36.560754991,20.418700014,North,26,Cara,Arrighini,4495.43,12/04/2017,Pebblebrook Hotel Trust,12295.78,22016.24
27.322454964,10.417051625,North,28,Bryana,Ing,2892.06,12/03/2017,"Maiden Holdings, Ltd.",10584.92,27762.75
54.249089321,27.932202553,North,31,Pauline,Battabee,4975.58,21/04/2019,WisdomTree Japan Hedged SmallCap Equity Fund,9171.73,17813.06
66.117628348,33.345941897,North,33,Ibbie,Filmer,8480.69,22/08/2018,CABCO Series 2004-101 Trust,12826.67,25432.45
24.452219658,7.593530670,North,40,Sterne,Towndrow,1379.56,08/08/2018,Dynegy Inc.,5641.86,18167.57
43.409748067,43.409748067,North,44,Beckie,Luttger,4079.01,05/10/2017,Scientific Games Corp,9396.53,9396.53
43.081216911,23.153312840,North,45,Ruprecht,Crossby,4910.13,30/06/2016,"Hawaiian Electric Industries, Inc.",11397.38,21207.03
34.857633494,17.312288707,North,46,Elladine,Haslin,8147.93,15/09/2017,Citigroup Inc.,23374.88,47064.43
79.531274259,79.531274259,North,52,Claybourne,Alessandrucci,6044.52,16/10/2017,Nuveen Insured California Select Tax-Free Income Portfolio,7600.18,7600.18
14.015210498,1.331153872,North,53,Ardella,Makey,1359.09,06/09/2018,Bank of America Corporation,9697.25,102098.64
95.695303817,57.989618503,North,57,Archibaldo,Peterkin,4615.04,25/07/2016,CNA Financial Corporation,4822.64,7958.39
10.643584026,10.643584026,North,64,Ansley,Jumel,1111.7,26/02/2017,Mimecast Limited,10444.79,10444.79
45.195845055,45.195845055,North,78,Rose,Blankhorn,417.7,29/11/2016,"Financial Engines, Inc.",924.2,924.2
35.992388788,23.835616800,North,83,Anna-diana,Cutler,7220.03,15/04/2017,Apollo Investment Corporation,20059.88,30290.93
12.564372424,12.564372424,North,85,Theodosia,Wellsman,1251.12,16/12/2017,Adient plc,9957.68,9957.68
49.094172608,49.094172608,North,90,Pearce,Lamshead,8749.75,14/01/2017,Norwood Financial Corp.,17822.38,17822.38
15.232833628,10.983271313,North,91,Wilfred,Shotboulte,1474.29,15/12/2017,"Safe Bulkers, Inc",9678.37,13423.05
68.711769536,13.788035976,North,93,Shantee,Dailly,1640.04,31/05/2016,"Amber Road, Inc.",2386.84,11894.66
11.724757517,5.718366257,North,98,Hasheem,Dabes,2202.96,16/12/2018,Ashford Hospitality Trust Inc,18788.96,38524.29
58.474587249,15.132996950,North,99,Hartwell,Bartlam,5416.77,08/04/2017,DDR Corp.,9263.46,35794.43
76.313899185,19.296963425,North,103,Henderson,Nornasell,3580.32,04/05/2019,CymaBay Therapeutics Inc.,4691.57,18553.8
15.188062627,6.703862867,North,104,Rodney,Meconi,1537.36,20/09/2016,"P.A.M. Transportation Services, Inc.",10122.16,22932.45
