first_name,last_name,passenger_number,flight_number,purchase_amount,,,,,,,,,,,
Rustin,Erskin,16,6,7.39,,,,,,,,,,,
Lynnell,Sarson,17,6,31.72,,,,,,,,,,,
Osborn,Stebbings,18,6,0,,,,,,,,,,,
Kelby,Balnave,19,6,2.16,,,,,,,,,,,
Lorry,Vayro,20,6,0,,,,,,,,,,,
Luciano,Bull,21,6,28.37,,,,,,,,,,,
Sergent,Denholm,22,6,5.69,,,,,,,,,,,
Dale,Jaggers,23,6,0,,,,,,,,,,,
Dwight,Gooder,24,6,0,,,,,,,,,,,
Gregorius,Fergusson,25,6,0,,,,,,,,,,,
Kenny,Speller,26,6,61.57,,,,,,,,,,,
Giffie,Aked,27,6,59.7,,,,,,,,,,,
Jobyna,Knowlden,28,6,13.6,,,,,,,,,,,
Alexandrina,Townrow,29,6,9.95,,,,,,,,,,,
Ashil,Lackey,30,6,25.98,,,,,,,,,,,
Alie,Wink,31,6,59.42,,,,,,,,,,,
Mahmud,Targett,32,6,0,,,,,,,,,,,
Odell,Hearn,33,6,40.6,,,,,,,,,,,
Wallie,Blakden,34,6,21.05,,,,,,,,,,,
Grete,Gozzard,35,6,0,,,,,,,,,,,
Benedick,Worge,36,6,59.8,,,,,,,,,,,
Brinn,Charville,37,6,16.51,,,,,,,,,,,
Nye,Pales,38,6,0,,,,,,,,,,,
Tabbie,O'Dooghaine,39,6,50.2,,,,,,,,,,,
Dari,Cobello,40,6,40.43,,,,,,,,,,,
Dag,Burgon,41,6,61.01,,,,,,,,,,,
Gregg,Yablsley,42,6,43.23,,,,,,,,,,,
Dennet,Ivannikov,43,6,35.85,,,,,,,,,,,
Daphene,Machan,44,6,0,,,,,,,,,,,
Garth,Godsafe,45,6,33.98,,,,,,,,,,,
Abram,Schuricht,46,6,4.05,,,,,,,,,,,
Magda,Yurov,47,6,0,,,,,,,,,,,
Fanny,Cox,48,6,14.64,,,,,,,,,,,
Kizzie,Walls,49,6,12.82,,,,,,,,,,,
Deloria,Padberry,50,6,11.98,,,,,,,,,,,
Jenica,Vinker,51,6,20.89,,,,,,,,,,,
Sol,Airdrie,52,6,59.03,,,,,,,,,,,
Sheela,Clixby,53,6,49.14,,,,,,,,,,,
Jobina,Izod,54,6,51.11,,,,,,,,,,,
Amelina,Twell,55,6,21.13,,,,,,,,,,,
Trudie,Maven,56,6,11.81,,,,,,,,,,,
Janetta,Tuff,57,6,3.85,,,,,,,,,,,
Hedy,Eales,58,6,0,,,,,,,,,,,
Ermin,Althrop,59,6,45.87,,,,,,,,,,,
Wilhelm,Faircley,60,6,0,,,,,,,,,,,
Ervin,Okey,61,6,25.53,,,,,,,,,,,
Lucille,Bagott,62,6,2.9,,,,,,,,,,,
Worth,Breakwell,63,6,34.01,,,,,,,,,,,
Dehlia,Gorrissen,64,6,45.14,,,,,,,,,,,
Diandra,Le Marchand,65,6,0,,,,,,,,,,,
Skippy,Kennedy,66,6,0,,,,,,,,,,,
Cicily,Jeenes,67,6,47.39,,,,,,,,,,,
Therine,Keays,68,6,0,,,,,,,,,,,
Carolyne,Musso,69,6,17.73,,,,,,,,,,,
Julissa,Mallender,70,6,0,,,,,,,,,,,
Luelle,Hyland,71,6,0,,,,,,,,,,,
Aeriela,Donahue,72,6,38.5,,,,,,,,,,,
Alison,Sphinxe,73,6,57.62,,,,,,,,,,,
Waldemar,Delve,74,6,41.75,,,,,,,,,,,
Elicia,Greser,75,6,0,,,,,,,,,,,
Sonnie,Berston,76,6,0,,,,,,,,,,,
Leigh,Hurkett,77,6,25.37,,,,,,,,,,,
Kendra,Fairpo,78,6,59.09,,,,,,,,,,,
Colan,Pirt,79,6,60.51,,,,,,,,,,,
Con,Blowin,80,6,8.53,,,,,,,,,,,
Jennine,Pell,81,6,42.49,,,,,,,,,,,
Hanny,Pilkinton,82,6,21.18,,,,,,,,,,,
Wiley,Petcher,83,6,7.76,,,,,,,,,,,
Nathan,Bill,84,6,15.46,,,,,,,,,,,
Killian,Dransfield,85,6,27.46,,,,,,,,,,,
Averyl,Prisk,86,6,0,,,,,,,,,,,
Issy,Hallbord,87,6,0,,,,,,,,,,,
Herculie,Yarnold,88,6,6.87,,,,,,,,,,,
Adrea,Mattielli,89,6,46.92,,,,,,,,,,,
Hattie,Duffree,90,6,35.55,,,,,,,,,,,
Calley,Pickvance,91,6,3.26,,,,,,,,,,,
Cy,Grieves,92,6,0,,,,,,,,,,,
Berty,Duly,93,6,8.76,,,,,,,,,,,
Myrle,Scole,94,6,0,,,,,,,,,,,
Rasla,Jacobowits,95,6,30.54,,,,,,,,,,,
Gill,Clerke,96,6,49.02,,,,,,,,,,,
Fernando,Ateggart,97,6,0,,,,,,,,,,,
Tracy,Feechum,98,6,0,,,,,,,,,,,
Evelyn,Scotfurth,99,6,57.77,,,,,,,,,,,
Orbadiah,Beaumont,100,6,57.27,,,,,,,,,,,
Chelsey,Elderidge,101,6,0,,,,,,,,,,,
Jordanna,Colson,102,6,29.82,,,,,,,,,,,
Lexis,Dinjes,103,6,12.74,,,,,,,,,,,
Jason,Bigg,104,6,52.19,,,,,,,,,,,
Bride,Florence,105,6,0,,,,,,,,,,,
Raynell,Halmkin,106,6,24.85,,,,,,,,,,,
Baxter,Salterne,107,6,0,,,,,,,,,,,
Valerie,Lappine,108,6,32.19,,,,,,,,,,,
Lou,Stanistreet,109,6,0,,,,,,,,,,,
Ofelia,Keuntje,110,6,20.75,,,,,,,,,,,
Cornelia,Kohneke,111,6,57.82,,,,,,,,,,,
Mikol,Briscam,112,6,21.93,,,,,,,,,,,
Malachi,Marham,113,6,40,,,,,,,,,,,
Nona,Cusack,114,6,20.73,,,,,,,,,,,
Antoinette,Rook,115,6,34.23,,,,,,,,,,,
Cathrin,Kermeen,116,6,0,,,,,,,,,,,
Rancell,Cassidy,117,6,14.96,,,,,,,,,,,
Alina,Geertz,118,6,0,,,,,,,,,,,
Niki,Kanter,119,6,0,,,,,,,,,,,
Alic,Garmston,120,6,17.38,,,,,,,,,,,
Locke,Eggins,1,7,7.08,,,,,,,,,,,
Celine,McShea,2,7,14.85,,,,,,,,,,,
Arlan,Huison,3,7,0,,,,,,,,,,,
Gladys,Dunthorne,4,7,52.72,,,,,,,,,,,
Aksel,Allibone,5,7,41.76,,,,,,,,,,,
Ker,Willgoose,6,7,15.97,,,,,,,,,,,
Ezekiel,Vieyra,7,7,11.88,,,,,,,,,,,
Melesa,Louedey,8,7,12.23,,,,,,,,,,,
Creighton,Vedeniktov,9,7,33.44,,,,,,,,,,,
Flore,Dunleavy,10,7,0,,,,,,,,,,,
Saraann,Verryan,11,7,56.85,,,,,,,,,,,
Gabie,Gledhall,12,7,0,,,,,,,,,,,
Oswell,Kibbye,13,7,41.26,,,,,,,,,,,
Yorker,Medcalfe,14,7,53.07,,,,,,,,,,,
Ketty,Keeves,15,7,0,,,,,,,,,,,
Charlot,Charlton,16,7,50.8,,,,,,,,,,,
Margeaux,Dunbabin,17,7,0,,,,,,,,,,,
Emalia,Dibden,18,7,59.39,,,,,,,,,,,
Jeanette,Groger,19,7,54.51,,,,,,,,,,,
Dougy,Colbourne,20,7,6.43,,,,,,,,,,,
Allayne,Pennini,21,7,5.18,,,,,,,,,,,
Libby,Inchcomb,22,7,53.15,,,,,,,,,,,
Minta,Sandever,23,7,6.91,,,,,,,,,,,
Jannelle,Baniard,24,7,55.09,,,,,,,,,,,
Filia,Ranns,25,7,0,,,,,,,,,,,
Holly,Brisland,26,7,29.5,,,,,,,,,,,
Virge,Pykett,27,7,52.33,,,,,,,,,,,
Duane,Vitte,28,7,2.5,,,,,,,,,,,
Silvio,Longstaffe,29,7,48.33,,,,,,,,,,,
Marabel,Matthews,30,7,0,,,,,,,,,,,
Hamel,Poland,31,7,59.23,,,,,,,,,,,
Zacharie,Durbin,32,7,34.36,,,,,,,,,,,
Tabina,Tenny,33,7,52.75,,,,,,,,,,,
Mead,Adamolli,34,7,54.17,,,,,,,,,,,
Meade,Ivanyushin,35,7,0,,,,,,,,,,,
Ashli,Veld,36,7,56.9,,,,,,,,,,,
Boot,Atlay,37,7,0,,,,,,,,,,,
Gibb,Alvin,38,7,39.14,,,,,,,,,,,
Theodora,Tallis,39,7,4.97,,,,,,,,,,,
Pattin,Dennis,40,7,0,,,,,,,,,,,
Matty,Aarons,41,7,41.12,,,,,,,,,,,
Bendick,Beasley,42,7,12.8,,,,,,,,,,,
Jamey,Maggill'Andreis,43,7,56.23,,,,,,,,,,,
Ray,Maha,44,7,19.26,,,,,,,,,,,
Gillan,Liddyard,45,7,14.68,,,,,,,,,,,
Tony,Langsdon,46,7,6.86,,,,,,,,,,,
Emmey,Gerault,47,7,0,,,,,,,,,,,
Sidonnie,Ledeker,48,7,19.16,,,,,,,,,,,
Jennee,Bowery,49,7,50.67,,,,,,,,,,,
Ernesto,Crotty,50,7,60.16,,,,,,,,,,,
Lenee,Manketell,51,7,18.24,,,,,,,,,,,
Carlen,Hawkslee,52,7,27.09,,,,,,,,,,,
Travers,Tures,53,7,53.29,,,,,,,,,,,
Adelina,Slarke,54,7,50.03,,,,,,,,,,,
Garvey,Lghan,55,7,18.15,,,,,,,,,,,
Constancy,Willis,56,7,35.06,,,,,,,,,,,
Ashil,O'Gormally,57,7,0,,,,,,,,,,,
Chelsae,Silverman,58,7,0,,,,,,,,,,,
Gweneth,Oakhill,59,7,38.39,,,,,,,,,,,
Claribel,Eiler,60,7,16.36,,,,,,,,,,,
Allayne,Usherwood,61,7,0,,,,,,,,,,,
Elmore,Booton,62,7,38.12,,,,,,,,,,,
Ewart,Capp,63,7,6.1,,,,,,,,,,,
Nicolette,Burgott,64,7,17.18,,,,,,,,,,,
Miranda,Caskey,65,7,12.26,,,,,,,,,,,
Jeniffer,Lattka,66,7,13.81,,,,,,,,,,,
Darrell,Brockway,67,7,0,,,,,,,,,,,
Bambie,Aire,68,7,56.65,,,,,,,,,,,
Ford,Lensch,69,7,29.27,,,,,,,,,,,
Perry,Ranaghan,70,7,2.26,,,,,,,,,,,
August,Mochan,71,7,7.22,,,,,,,,,,,
Giffer,Warn,72,7,3.96,,,,,,,,,,,
Eward,Heggs,73,7,31.04,,,,,,,,,,,
Hurlee,Fletcher,74,7,7.1,,,,,,,,,,,
Bryan,Allett,75,7,4.17,,,,,,,,,,,
Clayborne,Mussetti,76,7,0,,,,,,,,,,,
Whitby,Ladley,77,7,19.33,,,,,,,,,,,
Goldia,McTerlagh,78,7,10.16,,,,,,,,,,,
Burr,Sydes,79,7,0,,,,,,,,,,,
Anet,Orht,80,7,0,,,,,,,,,,,
Clo,Crampsey,81,7,59.05,,,,,,,,,,,
Philippine,Casellas,82,7,20.77,,,,,,,,,,,
Torr,Jahnig,83,7,0,,,,,,,,,,,
Margarette,Edinburough,84,7,0,,,,,,,,,,,
Floyd,Knipe,85,7,7.45,,,,,,,,,,,
Jerry,Geffe,86,7,0,,,,,,,,,,,
Gaylord,Climance,87,7,37.08,,,,,,,,,,,
Orazio,Ruegg,88,7,56.51,,,,,,,,,,,
Patty,McCanny,89,7,27.25,,,,,,,,,,,
Roland,Coggan,90,7,23.35,,,,,,,,,,,
Edwin,Eakins,91,7,17.44,,,,,,,,,,,
Claudina,Henworth,92,7,48.03,,,,,,,,,,,
Elwyn,Girogetti,93,7,0,,,,,,,,,,,
Urbano,Willerton,94,7,21.67,,,,,,,,,,,
Bari,Vye,95,7,28.79,,,,,,,,,,,
Crystie,Bunn,96,7,49.31,,,,,,,,,,,
Nerita,Ballance,97,7,38.19,,,,,,,,,,,
Ebonee,Embleton,98,7,23.83,,,,,,,,,,,
Penn,Amiable,99,7,11.17,,,,,,,,,,,
Katina,Passingham,100,7,19.27,,,,,,,,,,,
Damara,Baggott,101,7,28.22,,,,,,,,,,,
Annalise,Palethorpe,102,7,32.49,,,,,,,,,,,
Daryn,de Keyser,103,7,49.4,,,,,,,,,,,
Rickert,MacPadene,104,7,0,,,,,,,,,,,
Camille,Thumim,105,7,3.15,,,,,,,,,,,
Jennilee,Tomczak,106,7,10.15,,,,,,,,,,,
Mariele,Niles,107,7,42.35,,,,,,,,,,,
Kaspar,Coaker,1,8,0,,,,,,,,,,,
Timofei,Ryves,2,8,0,,,,,,,,,,,
Taylor,Kingsford,3,8,23.61,,,,,,,,,,,
D'arcy,Gratton,4,8,0,,,,,,,,,,,
Olympie,Zupa,5,8,0,,,,,,,,,,,
Austen,Wheatcroft,6,8,34.85,,,,,,,,,,,
Flory,Raddon,7,8,28.38,,,,,,,,,,,
Nanette,Cavee,8,8,25.85,,,,,,,,,,,
Neil,Donativo,9,8,14,,,,,,,,,,,
Libbi,Symcock,10,8,0,,,,,,,,,,,
Keri,BoHlingolsen,11,8,41.88,,,,,,,,,,,
Ervin,Hardway,12,8,2.28,,,,,,,,,,,
Stanislaus,Salthouse,13,8,0,,,,,,,,,,,
Orsola,Mugleston,14,8,0,,,,,,,,,,,
Sharyl,Jacop,15,8,47.03,,,,,,,,,,,
Grove,Wheelton,16,8,26.29,,,,,,,,,,,
Emmye,Satchell,17,8,51.18,,,,,,,,,,,
Natal,Aleksankov,18,8,0,,,,,,,,,,,
Adeline,Wollard,19,8,28.77,,,,,,,,,,,
Mickie,Ride,20,8,0,,,,,,,,,,,
Kaitlyn,Littlejohns,21,8,0,,,,,,,,,,,
Siward,Gelsthorpe,22,8,4.01,,,,,,,,,,,
Maisey,Hustler,23,8,54.62,,,,,,,,,,,
Yul,Schimoni,24,8,0,,,,,,,,,,,
Kenn,Bidewel,25,8,0,,,,,,,,,,,
Rickie,Smyth,26,8,0,,,,,,,,,,,
Walther,Scotford,27,8,58.67,,,,,,,,,,,
Patty,Zappel,28,8,24.98,,,,,,,,,,,
Oliviero,Hawker,29,8,0,,,,,,,,,,,
Hiram,Collingwood,30,8,56.57,,,,,,,,,,,
Rab,Estcot,31,8,0,,,,,,,,,,,
Wilie,Davidavidovics,32,8,12.22,,,,,,,,,,,
Zebulen,Elwyn,33,8,47.7,,,,,,,,,,,
Abigael,Kaminski,34,8,33.58,,,,,,,,,,,
Ruby,Halm,35,8,0,,,,,,,,,,,
Olivier,O'Concannon,36,8,61.13,,,,,,,,,,,
Korey,Raynton,37,8,12.42,,,,,,,,,,,
Gabby,Polycote,38,8,0,,,,,,,,,,,
Isabella,Beamont,39,8,5.57,,,,,,,,,,,
Billie,Hollows,40,8,45.79,,,,,,,,,,,
Taryn,Corpe,41,8,13.9,,,,,,,,,,,
Koral,Tuxwell,42,8,0,,,,,,,,,,,
Jude,Vonasek,43,8,1.76,,,,,,,,,,,
Bastien,Lohering,44,8,55.01,,,,,,,,,,,
D'arcy,Larman,45,8,0,,,,,,,,,,,
Elladine,Heaysman,46,8,0,,,,,,,,,,,
Woodie,Parminter,47,8,57.67,,,,,,,,,,,
Prisca,Lerwell,48,8,0,,,,,,,,,,,
Cece,Finci,49,8,6.38,,,,,,,,,,,
Sigismundo,Kineton,50,8,15.34,,,,,,,,,,,
Hyacinthie,Glennie,51,8,38.44,,,,,,,,,,,
Jelene,Grinstead,52,8,45.34,,,,,,,,,,,
Anallise,Turneaux,53,8,61.67,,,,,,,,,,,
Carey,Tarbard,54,8,46.3,,,,,,,,,,,
Katherine,Mellanby,55,8,43.53,,,,,,,,,,,
Kristen,Stuther,56,8,12.13,,,,,,,,,,,
Donica,Iacovini,57,8,0,,,,,,,,,,,
Wynnie,Anthoine,58,8,4.92,,,,,,,,,,,
Barnaby,Stendell,59,8,9.16,,,,,,,,,,,
Bridie,Brettor,60,8,52.91,,,,,,,,,,,
Corty,Moggle,61,8,22.86,,,,,,,,,,,
Vinny,Folcarelli,62,8,14.72,,,,,,,,,,,
Corina,Harbisher,63,8,0,,,,,,,,,,,
Bobbee,Matijasevic,64,8,58.16,,,,,,,,,,,
Allina,Corbert,65,8,0,,,,,,,,,,,
Stace,Gillings,66,8,44.54,,,,,,,,,,,
Yule,Fluin,67,8,23.34,,,,,,,,,,,
Bethena,Fransman,68,8,28.06,,,,,,,,,,,
Shaine,Mauser,69,8,37.55,,,,,,,,,,,
Chicky,Itzkovsky,70,8,34.21,,,,,,,,,,,
Winnie,Northeast,71,8,45.4,,,,,,,,,,,
Valaria,Thurlbeck,72,8,54.65,,,,,,,,,,,
Uta,Presnell,73,8,19.3,,,,,,,,,,,
Josee,Ethelston,74,8,0,,,,,,,,,,,
Hale,Ciccottini,75,8,0,,,,,,,,,,,
Retha,Bleckly,76,8,48.77,,,,,,,,,,,
Heinrick,Pires,77,8,31.71,,,,,,,,,,,
Natka,Dobrovolny,78,8,47.41,,,,,,,,,,,
Mitchel,Poppleton,79,8,18.41,,,,,,,,,,,
Lilllie,Lewton,80,8,49.11,,,,,,,,,,,
Sheridan,Dewdeny,81,8,14.34,,,,,,,,,,,
Dav,Mowday,82,8,11.55,,,,,,,,,,,
Englebert,Maykin,83,8,33.6,,,,,,,,,,,
Sherrie,Roughley,84,8,38.58,,,,,,,,,,,
Mace,Maps,85,8,47.34,,,,,,,,,,,
Corilla,Khotler,86,8,0,,,,,,,,,,,
Denver,Kempshall,87,8,0,,,,,,,,,,,
Al,Calderhead,88,8,35.58,,,,,,,,,,,
Rochella,Mardle,89,8,19.4,,,,,,,,,,,
Jecho,Mays,90,8,41.04,,,,,,,,,,,
Laina,Bratten,91,8,51.4,,,,,,,,,,,
Elana,Spargo,92,8,15.52,,,,,,,,,,,
Jedidiah,Duker,93,8,37.28,,,,,,,,,,,
Alicia,Ransbury,94,8,44.59,,,,,,,,,,,
Blanca,Inchan,95,8,44.44,,,,,,,,,,,
Roderic,Chadburn,96,8,0,,,,,,,,,,,
Bran,Clucas,97,8,0,,,,,,,,,,,
Rollo,Burney,98,8,19.38,,,,,,,,,,,
Eolanda,Mallatratt,99,8,23.12,,,,,,,,,,,
Mendy,Joinsey,100,8,0,,,,,,,,,,,
Lorens,Portman,101,8,14.17,,,,,,,,,,,
Hulda,Parkman,1,9,15.09,,,,,,,,,,,
Emile,Thumnel,2,9,27.28,,,,,,,,,,,
Albie,Mariner,3,9,48.45,,,,,,,,,,,
Osbert,Searsby,4,9,38.28,,,,,,,,,,,
Ruthy,Sweetenham,5,9,0,,,,,,,,,,,
Demeter,Stailey,6,9,0,,,,,,,,,,,
Ely,Yegorshin,7,9,59.98,,,,,,,,,,,
Vasilis,Wallage,8,9,4.66,,,,,,,,,,,
Gerta,Algore,9,9,37.23,,,,,,,,,,,
Kassia,Priestman,10,9,31.76,,,,,,,,,,,
Katrina,Merrgen,11,9,36.73,,,,,,,,,,,
Grantham,Aldie,12,9,38.78,,,,,,,,,,,
Joice,Lafrentz,13,9,47.75,,,,,,,,,,,
Amby,Esp,14,9,12.73,,,,,,,,,,,
Haze,Golder,15,9,0,,,,,,,,,,,
Antony,Tander,16,9,0,,,,,,,,,,,
Marieann,Peskin,17,9,34.83,,,,,,,,,,,
Georgena,Wase,18,9,0,,,,,,,,,,,
Flor,Runnalls,19,9,58.02,,,,,,,,,,,
Broddie,Turland,20,9,28.91,,,,,,,,,,,
Adele,Poltone,21,9,47.2,,,,,,,,,,,
Roth,Ballantyne,22,9,55.54,,,,,,,,,,,
Bank,Drinan,23,9,8.16,,,,,,,,,,,
Marcelo,Lamacraft,24,9,0,,,,,,,,,,,
Ari,Salerno,25,9,26.19,,,,,,,,,,,
Randy,Salla,26,9,52.57,,,,,,,,,,,
Mada,Allery,27,9,0,,,,,,,,,,,
Zorina,Stranger,28,9,53.51,,,,,,,,,,,
Sargent,Brunini,29,9,0,,,,,,,,,,,
Cissy,Brotherick,30,9,60.35,,,,,,,,,,,
Kimberli,Gyenes,31,9,0,,,,,,,,,,,
Igor,Pobjoy,32,9,54,,,,,,,,,,,
Othella,Amsden,33,9,53.11,,,,,,,,,,,
Nahum,Marcussen,34,9,56.62,,,,,,,,,,,
Gussi,Petley,35,9,27.01,,,,,,,,,,,
Suzy,Sommerton,36,9,0,,,,,,,,,,,
Trenna,Letson,37,9,22.41,,,,,,,,,,,
Dexter,Wallhead,38,9,0,,,,,,,,,,,
Andonis,Glozman,39,9,55.52,,,,,,,,,,,
Joshuah,Sandon,40,9,26.02,,,,,,,,,,,
Elene,Entwistle,41,9,0,,,,,,,,,,,
Franciska,Gaze,42,9,0,,,,,,,,,,,
Jenni,MacMorland,43,9,43.29,,,,,,,,,,,
Honor,Vondrach,44,9,54.79,,,,,,,,,,,
Miriam,Martineau,45,9,0,,,,,,,,,,,
Ibby,Longmuir,46,9,9.63,,,,,,,,,,,
Glenna,Olyonov,47,9,24.39,,,,,,,,,,,
Roselin,Newson,48,9,15.5,,,,,,,,,,,
Martino,MacDowal,49,9,38.52,,,,,,,,,,,
Ian,Feldmark,50,9,44.6,,,,,,,,,,,
Franciskus,Summerson,51,9,6.41,,,,,,,,,,,
Cristina,Grzeszczyk,52,9,12,,,,,,,,,,,
Ram,Duffitt,53,9,15.01,,,,,,,,,,,
Braden,MacKintosh,54,9,40.8,,,,,,,,,,,
Shara,Canwell,55,9,23.41,,,,,,,,,,,
Bertrand,Labone,56,9,0,,,,,,,,,,,
Rahal,Reichartz,57,9,57.43,,,,,,,,,,,
Dylan,Boriston,58,9,25.94,,,,,,,,,,,
Patton,Rambadt,59,9,14.18,,,,,,,,,,,
Jarrod,Illston,60,9,52.29,,,,,,,,,,,
Rois,Denny,61,9,42.67,,,,,,,,,,,
Karil,Oliffe,62,9,0,,,,,,,,,,,
Aloin,Gourley,63,9,13.94,,,,,,,,,,,
Farica,Hamor,64,9,0,,,,,,,,,,,
Vanni,Alennikov,65,9,0,,,,,,,,,,,
Inesita,Trorey,66,9,0,,,,,,,,,,,
Ula,Tharme,67,9,0,,,,,,,,,,,
Chantalle,Lambricht,68,9,0,,,,,,,,,,,
Mychal,Leys,69,9,41.88,,,,,,,,,,,
Cam,Tanzer,70,9,47.75,,,,,,,,,,,
Grace,Bevis,71,9,37.98,,,,,,,,,,,
Claudio,Clawe,72,9,0,,,,,,,,,,,
Jesse,Batrip,73,9,30.26,,,,,,,,,,,
Annadiana,Lettley,74,9,0,,,,,,,,,,,
Karola,di Rocca,75,9,23.19,,,,,,,,,,,
Gillian,Dorracott,76,9,0,,,,,,,,,,,
Ingeborg,Garrood,77,9,3.75,,,,,,,,,,,
Dore,Hadcock,78,9,38.66,,,,,,,,,,,
Petronella,Olin,79,9,42.76,,,,,,,,,,,
Nell,Hannent,80,9,0,,,,,,,,,,,
Fabian,Conaghan,81,9,55.88,,,,,,,,,,,
Tawsha,Rodson,82,9,51.97,,,,,,,,,,,
Guenevere,Trim,83,9,0,,,,,,,,,,,
Aidan,Divina,84,9,0,,,,,,,,,,,
La verne,Khalid,85,9,52.49,,,,,,,,,,,
Irene,Bracci,86,9,12.47,,,,,,,,,,,
Tera,Schwandner,87,9,8,,,,,,,,,,,
Celle,Facer,88,6,0,,,,,,,,,,,
Matthaeus,Haddow,89,6,41.78,,,,,,,,,,,
Gabriell,Kluge,90,6,0,,,,,,,,,,,
Leticia,Riden,91,6,56.34,,,,,,,,,,,
Brodie,Gannon,92,6,33.26,,,,,,,,,,,
Rossy,Pittham,1,10,0,,,,,,,,,,,
Janis,Moralas,2,10,0,,,,,,,,,,,
Odelia,Del Castello,3,10,0,,,,,,,,,,,
Jaymie,Orhtmann,4,10,36.98,,,,,,,,,,,
Rooney,Barneville,5,10,0,,,,,,,,,,,
Selena,McKeand,6,10,32.83,,,,,,,,,,,
Lyndsey,Fomichkin,7,10,45.89,,,,,,,,,,,
Billi,Townsend,8,10,0,,,,,,,,,,,
Lance,Tapton,9,10,0,,,,,,,,,,,
Maure,Spelling,10,10,0,,,,,,,,,,,
Kendell,Ginnety,11,10,27.43,,,,,,,,,,,
Kris,Arnaldo,12,10,0,,,,,,,,,,,
Kristofer,Querree,13,10,37.45,,,,,,,,,,,
Cookie,MacPake,14,10,17.21,,,,,,,,,,,
Xever,Wadeling,15,10,6.1,,,,,,,,,,,
Garrott,Bamling,16,10,27.71,,,,,,,,,,,
Agathe,Eam,17,10,23.33,,,,,,,,,,,
Ronalda,Hullot,18,10,37.5,,,,,,,,,,,
Haskell,Hallawell,19,10,0,,,,,,,,,,,
Melantha,Ludman,20,10,35.17,,,,,,,,,,,
Demetre,Sperry,21,10,30.97,,,,,,,,,,,
Burgess,Haswell,22,10,8.5,,,,,,,,,,,
Lorrie,Mourant,23,10,0,,,,,,,,,,,
Maggi,Espley,24,10,11.14,,,,,,,,,,,
Emogene,Raffels,25,10,27.48,,,,,,,,,,,
Gussie,Mish,26,10,16.63,,,,,,,,,,,
Marcie,Gaine,27,10,30.61,,,,,,,,,,,
Marcelline,Solomon,28,10,0,,,,,,,,,,,
Norry,Guerre,29,10,40.96,,,,,,,,,,,
Hobie,Sumpton,30,10,30.43,,,,,,,,,,,
Reilly,Coll,31,10,18.39,,,,,,,,,,,
Kerri,McCambrois,32,10,29.47,,,,,,,,,,,
Shep,Thandi,33,10,31.34,,,,,,,,,,,
Leia,Cufley,34,10,0,,,,,,,,,,,
Damien,Cornborough,35,10,54.99,,,,,,,,,,,
Melli,Elldred,36,10,30.28,,,,,,,,,,,
Anatole,Curness,37,10,0,,,,,,,,,,,
Carter,Menichillo,38,10,4.6,,,,,,,,,,,
Lauritz,Petroulis,39,10,26.95,,,,,,,,,,,
Halley,Andrei,40,10,0,,,,,,,,,,,
Byrle,Beumant,41,10,18.6,,,,,,,,,,,
Angie,Frederick,42,10,0,,,,,,,,,,,
Tobe,Row,43,10,48.34,,,,,,,,,,,
Shellie,Immings,44,10,42.94,,,,,,,,,,,
Irita,Dalla,45,10,44.64,,,,,,,,,,,
Kenton,Palomba,46,10,35.69,,,,,,,,,,,
Bendix,Allgood,47,10,18.71,,,,,,,,,,,
Randi,Huffa,48,10,58.69,,,,,,,,,,,
Elvera,Ide,49,10,10.48,,,,,,,,,,,
Consuelo,Folder,50,10,0,,,,,,,,,,,
Flemming,Wilton,51,10,47.13,,,,,,,,,,,
Stephana,Thorald,52,10,10.96,,,,,,,,,,,
Catlaina,Hrishchenko,53,10,0,,,,,,,,,,,
Donielle,Runcieman,54,10,1.34,,,,,,,,,,,
Wyndham,Bodycomb,55,10,34.2,,,,,,,,,,,
Keslie,Bouttell,56,10,3.73,,,,,,,,,,,
Maisie,Szachniewicz,57,10,0,,,,,,,,,,,
Karol,Bewly,58,10,18.01,,,,,,,,,,,
Rip,Martinec,59,10,46.99,,,,,,,,,,,
Isabella,Sellen,60,10,2.01,,,,,,,,,,,
Christel,Sinnott,61,10,0,,,,,,,,,,,
Sheeree,Pym,62,10,53.93,,,,,,,,,,,
Niels,Jago,63,10,0,,,,,,,,,,,
Page,Gorgen,64,10,41.99,,,,,,,,,,,
Sasha,Dodwell,65,10,16.64,,,,,,,,,,,
Guillema,Hackleton,66,10,60.12,,,,,,,,,,,
Bill,Trammel,67,10,0,,,,,,,,,,,
Hewet,Di Angelo,68,10,8.33,,,,,,,,,,,
Elbertine,Molen,69,10,6.04,,,,,,,,,,,
Freddie,Lithgow,70,10,33.63,,,,,,,,,,,
Kira,Dilnot,71,10,48.03,,,,,,,,,,,
Nick,Mathieu,72,10,32.24,,,,,,,,,,,
Fin,Matterface,73,10,0,,,,,,,,,,,
Erskine,Crawshaw,74,10,60.85,,,,,,,,,,,
Bradney,Proudler,75,10,57.4,,,,,,,,,,,
Janetta,Franek,76,10,3.87,,,,,,,,,,,
Ogdan,Gent,77,10,38.23,,,,,,,,,,,
Jeremiah,Lanceley,78,10,2.68,,,,,,,,,,,
Deeann,Huddles,79,10,1.67,,,,,,,,,,,
Minny,Baike,80,10,32.01,,,,,,,,,,,
Armstrong,Petrolli,81,10,7.24,,,,,,,,,,,
Loree,Brigstock,82,10,56.14,,,,,,,,,,,
