Customer ID,First Name,Last Name,Sales,Order Date,Stock
365,Pepita,Rockey,2506.52,23/06/2018,"ILG, Inc"
366,Stillman,Bass,9400.6,16/04/2018,CPFL Energia S.A.
367,Samuel,D'Aeth,9781.79,18/04/2019,Global Indemnity Limited
368,Danika,Yarrall,8117.54,29/12/2018,Legacy Reserves LP
369,Ivett,Sanpere,6924.88,04/09/2017,First Trust Senior Floating Rate Income Fund II
370,Fitzgerald,Ysson,8442.13,17/01/2019,Kaman Corporation
371,Anni,Weine,9405.92,07/12/2016,"GAMCO Natural Resources, Gold & Income Tust "
372,Bethina,Harder,7311.26,28/07/2016,Brixmor Property Group Inc.
373,Lannie,Nannini,8610.43,23/07/2016,"Boot Barn Holdings, Inc."
374,Judah,Ainslie,1770.11,22/05/2016,STAAR Surgical Company
375,Ahmed,Yersin,7943.7,06/10/2018,Sears Canada Inc. 
376,Jamal,Zapata,3922.65,20/01/2019,Monster Beverage Corporation
377,Saw,Flatt,8824.02,27/01/2017,NeoPhotonics Corporation
378,Yolanda,Gregr,7684.49,01/07/2016,Central Garden & Pet Company
379,Damiano,McGlashan,5320.97,01/09/2018,Anavex Life Sciences Corp.
380,Jolee,Vasilchenko,3241.47,01/01/2018,Teekay LNG Partners L.P.
381,Gavra,Dulson,2013.61,24/02/2017,Rite Aid Corporation
382,Raymund,Seaborne,7542.4,02/12/2018,"SilverSun Technologies, Inc."
383,Ira,Loft,3620.95,19/11/2017,MicroStrategy Incorporated
384,Alta,Marcinkus,1155.61,18/03/2019,Panhandle Royalty Company
385,Ulises,Laxen,5456.01,10/09/2017,"Church & Dwight Company, Inc."
386,Mersey,McAvinchey,8077.66,18/04/2019,"Eaton Corporation, PLC"
387,Raddy,McCree,8203.25,23/11/2017,Trecora Resources
388,Pat,Kighly,9303.7,08/12/2016,Education Realty Trust Inc.
389,Nobie,Bigg,3697.2,30/12/2018,ESCO Technologies Inc.
390,Luci,Rowcastle,9872.54,28/09/2018,Nuveen Select Maturities Municipal Fund
391,Adeline,Maris,1760.76,22/05/2017,"Live Oak Bancshares, Inc."
392,Joelly,Rogez,217.99,25/02/2019,"M I Acquisitions, Inc."
393,Melesa,De Hoogh,396.68,12/05/2018,LHC Group
394,Mandy,Goodinson,1160.48,18/07/2016,DryShips Inc.
395,Ermentrude,Cassin,1190.06,16/01/2017,"Park City Group, Inc."
396,Aldus,Teek,239.35,15/06/2017,KKR & Co. L.P.
397,Galen,O'Duilleain,4314.96,03/09/2016,CBS Corporation
398,Delora,McMaster,8711.34,20/06/2017,Microsemi Corporation
399,Mabelle,Gwilt,6346.35,29/12/2017,Pengrowth Energy Corporation
400,Tildi,Gray,4831.19,17/01/2018,"Maiden Holdings, Ltd."
401,Consuelo,Dampney,1109.95,15/06/2018,"China HGS Real Estate, Inc."
402,Langsdon,Buffham,1644.94,09/03/2018,1st Constitution Bancorp (NJ)
403,Allayne,Gryglewski,3851.95,03/01/2018,Tsakos Energy Navigation Ltd
404,Brucie,Fawdry,6063.35,15/07/2016,VALE S.A.
405,Luelle,Sherme,8619.88,17/11/2018,Fifth Street Finance Corp.
406,Amby,Dobrovolny,9030.51,07/10/2018,"Kimball International, Inc."
407,Belvia,Tunnadine,2533.71,04/03/2019,Medigus Ltd.
408,Rafaellle,Runcieman,3065.55,09/05/2019,RPM International Inc.
409,Alisa,Sanzio,2697.25,14/09/2016,"Neuralstem, Inc."
410,Abby,Sartin,1024.36,24/12/2017,"Cardinal Health, Inc."
411,Guillemette,Tollerton,1555.66,30/09/2017,Nuveen Insured California Select Tax-Free Income Portfolio
412,Danice,Songest,4625.44,05/10/2018,"Interactive Brokers Group, Inc."
413,Aurelie,Rosten,4515.48,03/06/2016,"Walgreens Boots Alliance, Inc."
414,Dolly,Thursby,2512.42,22/05/2016,"Tahoe Resources, Inc."
415,Cherie,Rodge,5832.56,31/01/2019,Hersha Hospitality Trust
416,Jaime,Stevings,5517.8,30/05/2017,"Laredo Petroleum, Inc."
417,Ingar,Cathcart,1688.68,11/07/2016,Alamos Gold Inc.
418,Tybie,Sporle,7999.84,01/09/2016,Norwegian Cruise Line Holdings Ltd.
419,Averell,Pinchback,6962.91,28/04/2018,Seadrill Limited
420,Georges,Astbery,3477.96,14/11/2017,"Williams-Sonoma, Inc."
421,Kippar,Brazenor,7190.81,25/01/2018,WisdomTree U.S. Quality Dividend Growth Fund
422,Zuzana,Sams,6768.52,09/05/2017,iShares Core MSCI Total International Stock ETF
423,Rab,Thurstan,9143.04,04/08/2018,"Tarena International, Inc."
424,Moritz,Gelling,9937.07,27/06/2016,"Hawkins, Inc."
425,Georgina,Okenden,9380.94,24/07/2017,"CVR Refining, LP"
426,Bren,Greenrodd,1230.72,08/06/2018,Nuveen S&P 500 Dynamic Overwrite Fund
427,Levi,Schwant,4688.08,07/08/2018,BlackRock Multi-Sector Income Trust
428,Bowie,Simonitto,1056.42,08/07/2016,Cushing Energy Income Fund (The)
429,Manuel,Huxtable,6731.44,27/01/2019,Differential Brands Group Inc.
430,Linus,Hussey,8039.87,09/12/2016,"Cypress Energy Partners, L.P."
431,Dudley,D'Souza,8094.96,12/09/2016,iShares MSCI ACWI Index Fund
432,Crin,Bartaloni,8043.36,08/07/2016,Northrim BanCorp Inc
433,Cody,Twittey,8854.04,24/08/2018,RMG Networks Holding Corporation
434,Bethina,Patriche,564.72,20/01/2017,"First Cash, Inc."
435,Sterling,Connah,3194.17,07/06/2017,Virtus Global Dividend & Income Fund Inc.
436,Juliet,Franzolini,2243.69,07/10/2016,Steel Partners Holdings LP
437,Kristi,Balogun,4660.79,07/05/2017,Capital One Financial Corporation
438,Kath,Service,4288.67,21/08/2018,"Pathfinder Bancorp, Inc."
439,Mireille,Mogridge,1036.91,14/03/2018,Golden Ocean Group Limited
440,Orazio,Meus,2170.49,17/01/2018,BLDRS Europe 100 ADR Index Fund
441,Sydel,Jowsey,6330.17,06/09/2018,MGE Energy Inc.
442,Myca,Salery,3702.67,05/09/2017,Cowen Inc.
443,Falito,Rupprecht,5502.24,20/09/2016,Nuven Mortgage Opportunity Term Fund 2
444,Elwin,Breward,3400.58,27/08/2017,"Ameresco, Inc."
445,Dallas,Darree,2051.81,03/07/2017,"SeaWorld Entertainment, Inc."
446,Bryn,Oldis,4429.43,16/10/2018,"Gaia, Inc."
447,Elmo,Lemmon,7811.65,24/06/2017,SVB Financial Group
448,Spencer,Marsland,1517.03,19/09/2018,"Aethlon Medical, Inc."
449,Eadmund,Rivelon,8347.2,15/03/2018,Thomson Reuters Corp
450,Janeczka,Renzo,3881.35,09/12/2017,"Stericycle, Inc."
451,Osmond,De Bell,1004.63,26/07/2016,"Exactech, Inc."
452,Holmes,Reihill,104.23,15/05/2018,Kingtone Wirelessinfo Solution Holding Ltd
453,Claus,Layhe,5930.57,02/09/2016,Citigroup Inc.
454,Kai,Littlejohn,390.14,25/10/2018,"Fusion Telecommunications International, Inc."
455,Kenn,Wilcher,9960.22,10/08/2018,"Quintiles IMS Holdings, Inc."
456,Julita,Ucchino,5483.38,15/11/2018,TCF Financial Corporation
457,Julita,Rymill,9218.39,12/12/2017,"Air T, Inc."
458,Bobbe,Bennie,4338.03,23/03/2017,Accuray Incorporated
459,Ingrid,Dickons,116.02,28/08/2018,Cosan Limited
460,Saunderson,Feander,9120.33,13/05/2017,CIT Group Inc (DEL)
461,Luigi,Andreutti,2075.04,08/07/2016,"Collectors Universe, Inc."
462,Shaughn,Simoneschi,3259.58,17/06/2016,PowerShares DWA Financial Momentum Portfolio
463,Jordana,Crunkhurn,648.49,11/07/2016,Anheuser-Busch Inbev SA
464,Odie,Nodes,4196.15,27/03/2018,WisdomTree Japan Hedged SmallCap Equity Fund
465,Lexy,Huntingford,8133.41,19/03/2019,MTGE Investment Corp.
466,Murray,Kirton,2931.52,27/05/2018,Macquarie Global Infrastructure Total Return Fund Inc.
467,Harris,Ellins,659.27,03/08/2017,"Popular, Inc."
468,Suzie,Purves,9759.86,31/01/2018,M III Acquisition Corp.
469,Rubina,Harrad,728.38,10/08/2018,Boston Scientific Corporation
470,Sharona,Baugh,4039.57,05/04/2017,Anixter International Inc.
471,Mil,Baillie,5050.65,18/04/2019,iStar Financial Inc.
472,Kerrill,Comiam,6870.02,28/05/2018,Dynasil Corporation of America
473,Artemis,Gregorace,1925.5,10/08/2017,Pioneer Floating Rate Trust
474,Benedict,De Stoop,9706.5,01/05/2019,"Daseke, Inc."
475,Sandy,O'Gavin,8040.36,22/05/2017,"Plains All American Pipeline, L.P."
476,Robby,Marr,9263.08,23/06/2016,"Profire Energy, Inc."
477,Lorrin,Llop,2021.45,20/04/2018,Lazard Global Total Return and Income Fund
478,Dorey,Juhruke,3004.77,30/12/2017,"Fossil Group, Inc."
479,Coleman,Gaukrodge,227.7,25/02/2019,ON Semiconductor Corporation
480,Augustine,Fleming,1125.13,21/04/2017,BlackRock New York Investment Quality Municipal Trust Inc. (Th
481,Chance,Kingscote,1037.76,01/11/2016,"WellCare Health Plans, Inc."
482,Nickolaus,Seabrooke,4159.76,07/01/2019,Pan American Silver Corp.
483,Gerek,Cushworth,4196.3,17/10/2018,Benitec Biopharma Limited
484,Hilarius,Joselovitch,1500.99,14/07/2018,"KCAP Financial, Inc."
485,Ashlee,Forri,7096.55,28/02/2017,FinTech Acquisition Corp. II
486,Alejandro,Size,2954.79,14/09/2017,FIRST REPUBLIC BANK
487,Barth,Croome,8772.93,06/03/2017,Alliance Data Systems Corporation
488,Jeanette,Vinas,2728.81,24/01/2019,Western Union Company (The)
489,Udale,Bande,7505.71,18/10/2017,Eaton Vance NextShares Trust II
490,Gavin,Feige,9568.66,07/06/2016,WGL Holdings Inc
491,Amble,Pallis,7612.83,09/06/2018,"Intersections, Inc."
492,Kimberlee,MacGilfoyle,8541.99,07/12/2017,ClearBridge Large Cap Growth ESG ETF
493,Corie,Steinson,7079.63,09/03/2018,"MVC Capital, Inc."
494,Janaye,Bedingfield,3022.22,25/10/2017,Datawatch Corporation
495,Tarra,MacAskie,873.37,08/09/2017,Cresud S.A.C.I.F. y A.
496,Marjorie,Thornham,9061.86,11/08/2017,OvaScience Inc.
497,Wilhelm,Laxson,2079.71,09/01/2019,"TCW Strategic Income Fund, Inc."
498,Ewell,Trower,8354.05,25/05/2017,"Axon Enterprise, Inc."
499,Pepillo,Bourget,5706.78,12/04/2019,MakeMyTrip Limited
500,Barbara,Brackenridge,1025.67,05/04/2019,MRC Global Inc.
501,Kalina,Dearsley,4803.24,08/04/2017,"Western Asset Managed Municipals Fund, Inc."
502,Milty,Duferie,2242.1,01/07/2016,"Kingsway Financial Services, Inc."
503,Mickie,Ellicott,1802.52,24/11/2018,"Foot Locker, Inc."
504,Cort,Savory,7211.86,06/11/2017,Yingli Green Energy Holding Company Limited
505,Kathrine,Schirak,8677.48,10/10/2017,Presbia PLC
506,Hirsch,Glover,9897.65,12/06/2018,First Trust Switzerland AlphaDEX Fund
507,Irita,Bedder,487.94,25/03/2019,"Warrior Met Coal, Inc."
508,Gearalt,Donisi,2231.2,25/10/2016,PowerShares DWA Energy Momentum Portfolio
509,Bettina,Litherborough,689.04,16/10/2016,PureFunds ETFx HealthTech ETF
510,Ailey,Autin,9020.19,06/11/2017,"NCS Multistage Holdings, Inc."
511,Buiron,Kubu,7889.74,31/07/2016,"Akamai Technologies, Inc."
512,Carolynn,Meachem,1331.18,31/12/2017,"First Financial Northwest, Inc."
513,Clayborn,Richfield,4342.58,01/09/2017,"Alamo Group, Inc."
514,Spence,Robecon,2861.67,20/04/2019,"Maiden Holdings, Ltd."
515,Corine,Steptowe,1260.12,13/03/2018,iShares Fallen Angels USD Bond ETF
516,Marlow,Mars,2951.2,31/12/2017,"Heritage-Crystal Clean, Inc."
517,Homer,Bettlestone,1285.58,20/01/2018,"Calumet Specialty Products Partners, L.P."
518,Fenelia,Willard,784.29,21/09/2018,iPath US Treasury Long Bond Bull ETN
519,Artemas,Rumford,7958.87,24/01/2017,"Entergy Arkansas, Inc."
520,Ingelbert,Attlee,7004.33,27/04/2017,Ralph Lauren Corporation
521,Lewiss,Wilkenson,5317.52,03/09/2018,Scientific Games Corp
522,Othella,Mullaly,533.99,08/02/2018,"On Assignment, Inc."
523,Simmonds,Cordier,1075.04,29/08/2017,Eaton Vance Short Diversified Income Fund
524,Stanley,Jannings,8007.96,03/09/2018,Netshoes (Cayman) Limited
525,Ingram,Brackstone,3559.1,16/07/2016,VTTI Energy Partners LP
526,Ellen,Giordano,6187.83,14/08/2018,"TheStreet, Inc."
527,Darnall,Medcalf,4790.99,04/08/2018,"Cornerstone OnDemand, Inc."
528,Bradan,Braiden,1698.8,08/05/2018,HSBC Holdings plc
529,Savina,Ripper,6925.89,24/11/2018,"American Midstream Partners, LP"
530,Shoshana,Staniland,9200.74,02/05/2018,DryShips Inc.
531,Cary,Barthrop,2246.21,26/02/2017,"Freshpet, Inc."
532,Josey,Bediss,2290.41,30/08/2018,"AppFolio, Inc."
533,Johnathon,Seeds,2696.84,03/10/2018,"Acacia Communications, Inc."
534,Chalmers,Hagard,7430.03,19/12/2016,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF
535,Susan,Durden,9019.71,18/02/2018,Kingtone Wirelessinfo Solution Holding Ltd
536,Cilka,Mosco,5130.75,26/03/2017,PowerShares S&P SmallCap Materials Portfolio
537,Shirley,Northgraves,6814.04,13/08/2016,Repros Therapeutics Inc.
538,Hurleigh,Egalton,2515.05,19/02/2019,First Horizon National Corporation
539,Oliver,Shoebrook,3469.47,21/12/2018,"First Savings Financial Group, Inc."
540,Yvonne,Akrigg,6513.66,28/09/2016,Solar Senior Capital Ltd.
541,Vlad,Freeborn,6393.02,12/01/2019,"Ocean Power Technologies, Inc."
542,Janka,Reihm,3854.9,08/07/2018,"Prudential Short Duration High Yield Fund, Inc."
543,Alicia,Mochar,571.37,18/01/2017,National Storage Affiliates Trust
544,Mabel,Constance,1560.41,12/10/2018,iShares Commodities Select Strategy ETF
545,Ricoriki,Pezey,4452.41,19/09/2016,Farmland Partners Inc.
546,Lezley,Goodyear,8479.34,30/11/2016,"Diamondback Energy, Inc."
547,Stephine,Dewsbury,970.42,27/10/2018,Hexcel Corporation
548,Odilia,Bountiff,5548.22,29/05/2017,Atlantic American Corporation
549,Laurens,Nortcliffe,4950.93,23/08/2018,"tronc, Inc."
550,Lynnea,Colles,6846.66,13/06/2017,"TSR, Inc."
551,Lazare,Barlie,3410.98,15/03/2019,"Sophiris Bio, Inc."
552,Rozamond,Jore,5979.67,16/04/2019,"ING Group, N.V."
553,Ashil,Killoran,9591.27,13/04/2018,Vornado Realty Trust
554,Inge,Seavers,4687.08,25/11/2017,Blue Capital Reinsurance Holdings Ltd.
555,Carine,Tulloch,1085.92,16/09/2018,"Rockwell Collins, Inc."
556,Jacques,Maytom,3568.76,08/12/2018,James Hardie Industries plc.
557,Desiri,Guenther,850.38,02/05/2019,"Republic First Bancorp, Inc."
558,Ronny,Redwood,3095.39,15/03/2018,"D.R. Horton, Inc."
559,Lock,Ratley,6091.17,17/03/2019,Kayne Anderson MLP Investment Company
560,Urson,Bent,3227.51,28/08/2017,"ING Group, N.V."
561,Eachelle,Aggus,2078.9,19/12/2018,"Duff & Phelps Utility & Corporate Bond Trust, Inc."
562,Judon,Pardoe,8955.43,21/09/2016,PVH Corp.
563,Juliet,Bence,7353.42,31/01/2017,TFS Financial Corporation
564,Allene,Windram,7604.8,07/08/2016,"USA Technologies, Inc."
565,Shelbi,Dwyr,5867.99,29/05/2017,Omega Protein Corporation
566,Brier,Duggon,5850.39,01/11/2016,Cherokee Inc.
567,Cooper,Tolan,9333.09,24/09/2017,Mimecast Limited
568,Tiertza,Kubasiewicz,6705.2,01/11/2016,Mattersight Corporation
569,Romonda,Mansfield,9718.91,03/03/2018,Zions Bancorporation
570,Addi,Hardcastle,1920.48,08/07/2018,Exact Sciences Corporation
571,Micaela,Derry,6072.82,04/05/2019,"New York Community Bancorp, Inc."
572,Seana,Corry,6612.3,10/07/2017,Cytosorbents Corporation
573,Stepha,Kirkham,7867.84,07/04/2018,"MVC Capital, Inc."
574,Esra,Tallquist,6993.88,15/08/2018,WSFS Financial Corporation
575,Royal,Gotliffe,4630.81,28/05/2016,Nuveen Insured New York Select Tax-Free Income Portfolio
576,Berton,Poulsen,4158.09,13/04/2018,Ferroglobe PLC
577,Chuck,Benko,2528.65,25/10/2017,"Galena Biopharma, Inc."
578,Tiena,Gligoraci,7576.37,19/03/2019,"Texas Capital Bancshares, Inc."
579,Nicolis,Dunster,8338.16,04/07/2017,Bank of America Corporation
580,Herta,Castree,3002.89,19/06/2016,"Buckle, Inc. (The)"
581,Melody,Knowler,3664.39,30/11/2017,Comerica Incorporated
582,Tommy,Blowing,5004.52,04/02/2019,"Enzo Biochem, Inc."
583,Borg,Tyhurst,8040.65,03/10/2018,"Benefitfocus, Inc."
584,Albertine,Zimek,1472.9,19/08/2016,"Revlon, Inc."
585,Judi,Noquet,5009.55,02/11/2017,"Anthem, Inc."
586,Rikki,Finci,6386.66,12/11/2017,Abeona Therapeutics Inc.
587,Ode,End,4502.07,02/11/2017,WSFS Financial Corporation
588,Odele,Balffye,6714.19,04/09/2018,Qiagen N.V.
589,Zacharias,Tredger,2625.93,05/11/2017,Conyers Park Acquisition Corp.
590,Joseito,Cocher,9912.66,28/04/2019,"Juniper Pharmaceuticals, Inc."
591,Woodman,Basley,1210.16,26/11/2016,Global Medical REIT Inc.
592,Lyndy,Tester,8122.85,25/03/2017,"MacroGenics, Inc."
593,Anette,Addekin,8584.8,05/09/2017,"P.A.M. Transportation Services, Inc."
594,Archaimbaud,Utterson,7982.15,13/05/2017,Eaton Vance Corporation
595,Siward,Wenham,1171.11,09/05/2018,Tutor Perini Corporation
596,Janella,Maddicks,948.13,13/06/2018,American Water Works
597,Sergio,Barwick,3157.72,28/09/2018,"Lincoln Electric Holdings, Inc."
598,Marlowe,Cloke,3497.03,08/07/2016,Stellar Acquisition III Inc.
599,Daisi,Campos,4225.57,28/05/2018,INVESCO MORTGAGE CAPITAL INC
600,Colas,Keerl,2068.13,28/02/2017,"Installed Building Products, Inc."
601,Abey,Winscomb,1796.76,31/05/2018,Global Sources Ltd.
602,Chandra,Guenther,6199.54,19/09/2018,Advanced Accelerator Applications S.A.
603,Phillis,Kelwick,772.48,12/05/2018,Nuveen Georgia Quality Municipal Income Fund 
604,Verina,Waddilove,3760.82,24/11/2016,"PrivateBancorp, Inc."
605,Iseabal,Speed,6867.18,21/12/2017,"Square, Inc."
606,Magdalen,McSporon,2515.18,20/01/2019,Colliers International Group Inc. 
607,Jennica,McGilvary,9515.27,03/11/2018,"The Meet Group, Inc."
608,Burl,Rodder,5776.2,05/02/2018,Lazard Global Total Return and Income Fund
609,Iona,Markwell,3647.31,26/06/2016,American Tower Corporation (REIT)
610,Bethena,Cookson,8856.04,18/07/2017,"SigmaTron International, Inc."
611,Dennis,Mussen,576.73,17/12/2018,Darling Ingredients Inc.
612,Fernande,Arboine,6536.06,04/06/2016,"Empire State Realty Trust, Inc."
613,Jeramie,Haythorn,1116.64,20/07/2017,Acacia Research Corporation
614,Town,Giovannardi,9126.23,14/02/2017,"Hallmark Financial Services, Inc."
615,Artemus,Rafe,985.65,14/10/2016,"Kelly Services, Inc."
616,Isabelle,Whittenbury,7589.45,14/05/2017,Navios Maritime Acquisition Corporation
617,Isabelle,Fominov,6065.94,14/06/2016,Baltimore Gas & Electric Company
618,Bertrand,Camacho,2134.7,01/08/2016,Peoples Bancorp Inc.
619,Lonnard,Mowle,1000.35,27/01/2019,The Medicines Company
620,George,Monier,9379.82,17/11/2018,Comcast Corporation
621,Merola,Northrop,9129.41,28/03/2018,Ashford Hospitality Trust Inc
622,Marissa,Assante,685.3,09/01/2019,"Paratek Pharmaceuticals, Inc. "
623,Kale,Clayson,9921.52,08/08/2016,"Bridgepoint Education, Inc."
624,Ollie,Jeger,2353.91,13/04/2018,Ardmore Shipping Corporation
625,Xylia,de Glanville,7033.57,20/08/2018,"AmeriGas Partners, L.P."
626,Jody,Durand,1899.87,01/04/2018,UGI Corporation
627,Patricio,Etteridge,6076.38,10/09/2017,Potlatch Corporation
628,Tisha,Bragge,2681.12,04/08/2018,Southern Company (The)
629,Omero,Rivers,2941.48,07/09/2016,"Voyager Therapeutics, Inc."
630,Roana,Shepperd,5795.41,29/06/2018,"PDC Energy, Inc."
631,Clovis,Hempshall,9598.25,27/07/2018,"Acasti Pharma, Inc."
632,Gherardo,Mathewes,8874.65,23/10/2017,RBC Bearings Incorporated
633,Whit,Maccrea,5524.7,07/09/2017,"Globus Medical, Inc."
634,Nikola,Bedle,2339.6,03/07/2017,Silvercrest Asset Management Group Inc.
635,Annora,O'Duilleain,1099.93,27/05/2018,DoubleLine Income Solutions Fund
636,Hartley,Enterle,6195.58,19/09/2017,"The Meet Group, Inc."
637,Patsy,Deave,6705.25,16/05/2018,"Westbury Bancorp, Inc."
638,Hester,Loughman,5628.21,24/08/2017,"Allscripts Healthcare Solutions, Inc."
639,Yorker,Harradine,1511.46,12/03/2018,"Simpson Manufacturing Company, Inc."
640,Wynnie,Domerque,4980.25,20/04/2018,Gabelli Global Small and Mid Cap Value Trust (The)
641,Natassia,Morford,3641.72,21/12/2018,Fortress Investment Group LLC
642,Polly,Preshaw,323.52,25/10/2017,Teekay Offshore Partners L.P.
643,Amata,Isherwood,8648.22,01/11/2018,Ducommun Incorporated
644,Coreen,Scarbarrow,3880.62,15/06/2017,Eaton Vance NextShares Trust
645,Gabie,Devereu,4336.04,14/05/2018,NCR Corporation
646,Cello,Ameer-Beg,6834.69,23/03/2017,Hardinge Inc.
647,Egbert,Nund,1744.88,16/08/2017,Jack In The Box Inc.
648,Ursulina,Hugues,3810.13,09/06/2017,Rand Capital Corporation
649,Kaycee,Petegree,3685.99,30/05/2018,"FibroGen, Inc"
650,Daphene,Flowers,1527.51,02/03/2018,"Clearfield, Inc."
651,Claudell,Stieger,5451.24,01/01/2019,"M I Acquisitions, Inc."
652,Mort,Yosifov,159.63,09/01/2017,"SunCoke Energy, Inc."
653,Pamela,Carloni,1282.14,06/12/2018,TESSCO Technologies Incorporated
654,Fran,Robey,1493.43,12/09/2017,"Onconova Therapeutics, Inc."
655,Brittaney,Sinkinson,5851.37,15/06/2017,Fidelity Nasdaq Composite Index Tracking Stock
656,Zachariah,Crosgrove,9458.34,10/08/2018,Principal Healthcare Innovators Index ETF
657,Perceval,Benmore,7644.34,26/12/2018,YY Inc.
658,Whitby,Simpkins,8793.9,25/07/2018,Omeros Corporation
659,Wain,Fidelus,6576.65,06/12/2016,Blackrock Municipal 2018 Term Trust
660,Nicoline,Stroband,5828.05,04/01/2019,Axis Capital Holdings Limited
661,Gran,Guest,8804.98,14/11/2016,First Bank
662,Kean,Lippatt,8036.16,29/11/2018,Kearny Financial
663,Petrina,Aggs,2178.1,27/09/2018,Universal Display Corporation
664,Pietra,Reaman,7028.73,27/09/2018,Mazor Robotics Ltd.
665,Emmye,Millichap,2509.37,25/02/2017,Clipper Realty Inc.
666,Charissa,Revett,6312.15,06/01/2019,Cerecor Inc.
667,Chad,Tyne,4696.92,07/07/2017,"Community Trust Bancorp, Inc."
668,Sherline,Kinver,8178.43,08/10/2016,BB&T Corporation
669,Demetre,Tallant,3257.7,26/06/2017,"SunTrust Banks, Inc."
670,Jennica,Manders,8480.84,26/09/2016,"Banco Santander, S.A."
671,Marta,Kenny,1412.72,24/11/2018,"Schmitt Industries, Inc."
672,Inesita,Fretter,4218.82,23/09/2016,"J. Jill, Inc."
673,Arne,Di Ruggiero,2985.12,15/10/2016,iShares MSCI EM ESG Optimized ETF
674,Neddy,Angric,2369.87,03/03/2019,Calamos Strategic Total Return Fund
675,Luisa,Peirpoint,1043.21,28/08/2017,"KCG Holdings, Inc."
676,Baron,Don,1074.86,25/10/2016,DarioHealth Corp.
677,Albertine,Hunnaball,182.94,19/04/2019,Tejon Ranch Co
678,Thorn,Donahue,6942.65,01/09/2018,Vantage Energy Acquisition Corp.
679,Lia,Molyneux,5449.84,28/04/2019,SP Plus Corporation
680,Peyter,Joye,9072.86,08/11/2018,Morgan Stanley
681,Raddie,Conrard,5260.99,06/01/2019,Forum Merger Corporation
682,Staffard,Boath,1836.68,30/06/2016,Blackrock Health Sciences Trust
683,Jonell,Kuhnhardt,8891.67,30/11/2018,"Microvision, Inc."
684,Murielle,Muggleton,1397.91,01/04/2019,"Vital Therapies, Inc."
685,Elyn,Oliphand,5171.68,23/11/2016,ChipMOS TECHNOLOGIES INC.
686,Darell,Ingerson,1838.81,10/02/2018,Buenaventura Mining Company Inc.
687,Patrizia,Raiman,1726.34,17/12/2017,Panera Bread Company
688,Tybie,Kesey,6346.99,30/07/2016,"Myers Industries, Inc."
689,Arlyne,Bray,7758.65,15/11/2016,Westwood Holdings Group Inc
690,Juanita,Harridge,5118.17,26/11/2017,"Raymond James Financial, Inc."
691,Pierette,Elnaugh,7609.59,08/03/2017,"One Liberty Properties, Inc."
692,Nertie,Brason,2362.19,16/01/2019,Check Point Software Technologies Ltd.
693,Muffin,Memmory,3469.05,22/11/2016,AdvisorShares Market Adaptive Unconstrained Income ETF
694,Jannel,Clyde,2232.38,23/05/2018,"Plains Group Holdings, L.P."
695,Sebastiano,Sothern,8388.99,19/07/2018,Artisan Partners Asset Management Inc.
696,Robbyn,Grinnov,6285.29,10/01/2019,"Regeneron Pharmaceuticals, Inc."
697,Alic,Staddon,9544.87,05/09/2017,"Recro Pharma, Inc."
698,Courtnay,Muslim,6493.3,21/08/2017,BRT Apartments Corp.
699,Edi,Stolte,5552.75,06/06/2018,Albemarle Corporation
700,Chic,Oxnam,6265.49,07/05/2018,Advent Claymore Convertible Securities and Income Fund II
701,Glori,Kleinhaus,7611.52,21/11/2017,Global Indemnity Limited
702,De witt,Loakes,2607.81,21/03/2018,"New York & Company, Inc."
703,Geri,Spiteri,4446.78,20/12/2018,MFS Special Value Trust
704,Sydney,Quested,6674.5,17/06/2018,Rice Midstream Partners LP
705,Hadleigh,Ourry,7177.39,01/07/2017,"U.S. Silica Holdings, Inc."
706,Boigie,Sporton,3939.59,18/06/2016,PowerShares High Yield Equity Dividend Achievers Portfolio
707,Georgina,Rodinger,2310.04,13/10/2016,"National Grid Transco, PLC"
708,Tomkin,Lorking,720.16,24/05/2017,"Continental Resources, Inc."
709,Ethelind,Impson,4363.66,25/10/2018,Differential Brands Group Inc.
710,Anallese,Greenway,3818.6,06/07/2016,"FRONTEO, Inc."
711,Free,Philot,8706.56,10/03/2018,Adient plc
712,Burgess,Marran,4390.12,20/12/2017,"Ruby Tuesday, Inc."
713,Maryjane,Peedell,7087.66,09/01/2018,Hunter Maritime Acquisition Corp.
714,Kat,Greenstock,706.78,19/05/2019,Invesco Senior Income Trust
715,Enrika,Josovich,3034.19,06/01/2017,"TJX Companies, Inc. (The)"
716,Elvira,Ramstead,4859.2,28/01/2019,Zions Bancorporation
717,Sydel,Alberts,1122.36,20/05/2018,Digi International Inc.
718,Miquela,McKeveney,9148.88,12/07/2016,Alpine Global Dynamic Dividend Fund
719,Stevy,Lathom,2239.23,25/10/2017,Gaming Partners International Corporation
720,Jon,Goater,9759.3,10/03/2019,WisdomTree United Kingdom Hedged Equity Fund
721,Cassius,Grishukhin,209.27,14/02/2018,Aehr Test Systems
722,Gretchen,Southerill,6607.8,07/11/2016,Campbell Soup Company
723,Rolf,Trouncer,1638.04,30/06/2018,OFG Bancorp
724,Carol-jean,Sheards,2406.62,06/03/2018,Capitala Finance Corp.
725,Daron,Grayling,7084.25,05/07/2016,"Entergy Mississippi, Inc."
726,Adriena,Coyne,3597.98,29/11/2018,"Camping World Holdings, Inc."
