Email,Order Total,Order Date
dmathison6d@twitter.com,17.0,21-Mar-2019
edevaneyjk@tripod.com,17.8,26-Jul-2018
ldomingues3h@ihg.com,91.2,14-Jan-2019
fjaquestiz@time.com,52.4,28-Aug-2018
edivers1y@theatlantic.com,89.5,25-Jul-2018
kpentlandqu@squarespace.com,56.9,14-Sep-2018
djaquiss7w@sphinn.com,30.0,30-Apr-2019
bshinner0@comsenz.com,86.6,14-Apr-2019
ssydesk5@nih.gov,96.6,19-Jul-2018
praisbeck3x@geocities.com,13.2,22-Sep-2018
lwanellgl@dot.gov,81.5,23-Oct-2018
kbracer1l@technorati.com,12.1,13-Feb-2019
sshrawleydr@unicef.org,91.0,29-Sep-2018
sbielfeldrh@unc.edu,38.6,17-Dec-2018
mfoucarlw@bloglines.com,77.3,15-Jul-2018
lcornell5q@geocities.jp,91.8,30-Dec-2018
ywagerol@youtu.be,56.5,07-Jul-2018
rlarcierp7@slideshare.net,39.0,18-Oct-2018
sciccottioj9@umn.edu,98.0,07-Mar-2019
dshewan3y@guardian.co.uk,97.6,22-Dec-2018
zsaketoj@bravesites.com,45.0,05-Oct-2018
otruwertcd@sun.com,57.9,21-Jan-2019
dravenscraft13@msn.com,90.0,20-Dec-2018
rgascoinebr@goodreads.com,53.9,18-Jun-2018
awallbutton9o@nbcnews.com,97.7,03-Dec-2018
hbellelli3l@alibaba.com,54.0,22-Mar-2019
kcathesyedrl@parallels.com,88.1,26-Jan-2019
pgothrup3p@wix.com,95.3,20-Sep-2018
dmardenef@tinypic.com,33.3,08-Apr-2019
gjentges9p@1688.com,33.7,18-Dec-2018
ttreadger1c@samsung.com,41.8,16-Jul-2018
hmaccostyoc@yahoo.com,5.2,29-Apr-2019
eohengertyiy@eventbrite.com,97.9,19-Feb-2019
ninglesento2@google.ca,51.4,21-Jun-2018
lelms37@ucoz.com,7.0,28-Apr-2019
cleggonjc@163.com,14.3,09-Jan-2019
rjerdonm6@simplemachines.org,53.0,01-Aug-2018
awhodcoat5g@mozilla.com,49.8,13-May-2019
pwaterfall1q@rediff.com,51.7,11-Oct-2018
dcossumqb@gravatar.com,23.6,31-Jul-2018
gtrytsmanip@pcworld.com,32.5,26-May-2018
hwollaston6q@google.nl,63.6,03-Sep-2018
ltalep9@theatlantic.com,61.1,01-Jul-2018
wdelguam4@fastcompany.com,27.2,11-Nov-2018
aosbaldstonemd@umn.edu,83.9,11-Sep-2018
cgossan9l@umn.edu,46.4,29-Sep-2018
sluff1g@hibu.com,38.9,13-Nov-2018
nfearneox@linkedin.com,32.2,30-Aug-2018
jbrende8s@eventbrite.com,62.7,07-Jul-2018
dalesbrook2h@mlb.com,93.2,14-Feb-2019
tdewe0@mtv.com,40.4,29-Mar-2019
agibbonsgu@tamu.edu,3.3,18-Sep-2018
enacci8q@wordpress.org,12.9,07-Dec-2018
sbielfeldrh@unc.edu,23.3,19-May-2019
ptanbyk8@prnewswire.com,72.8,30-May-2018
sciccottioj9@umn.edu,60.0,09-Oct-2018
slacasebw@nytimes.com,82.9,08-Mar-2019
lmacswaydede@arstechnica.com,78.3,05-Jul-2018
agrinino1@zimbio.com,71.8,15-Jan-2019
fpetricc4@amazon.com,56.2,26-Aug-2018
apasley8w@surveymonkey.com,45.7,04-Jun-2018
rumplebyom@eventbrite.com,51.5,19-Sep-2018
fmoan67@freewebs.com,54.1,20-May-2019
edevaneyjk@tripod.com,89.5,12-Sep-2018
rcoomberfc@netlog.com,35.4,19-Oct-2018
dgalbrethdi@nsw.gov.au,6.1,07-Dec-2018
gkettridge7h@yale.edu,73.4,07-May-2019
ftripp6k@wikispaces.com,74.5,09-Nov-2018
awilkinson9h@dot.gov,13.4,30-Sep-2018
kduxburypz@java.com,16.5,04-Oct-2018
lolivarimr@shutterfly.com,55.5,17-Mar-2019
fbanbridgeh8@biglobe.ne.jp,38.3,16-Dec-2018
btirreyv@geocities.com,93.8,26-Jun-2018
alecount8v@google.co.jp,90.5,16-Dec-2018
fbanbridgeh8@biglobe.ne.jp,80.8,04-Aug-2018
zkeelerp0@smugmug.com,78.9,10-Feb-2019
bcheatlepx@canalblog.com,27.0,08-Dec-2018
pcarmeph@bing.com,66.6,01-Mar-2019
ecappele6@imageshack.us,8.0,05-May-2019
rmechicfe@comsenz.com,81.7,10-Nov-2018
cchessil8b@sitemeter.com,14.7,09-May-2019
fmaccaughenm8@unesco.org,6.0,24-May-2018
pkermodep1@loc.gov,56.3,26-Jan-2019
krawsthorn8o@tripod.com,39.0,03-Nov-2018
afirks72@live.com,51.3,28-Feb-2019
abauducciorf@google.com.au,39.1,08-Apr-2019
sdarkink@thetimes.co.uk,57.2,05-Feb-2019
dbarthel84@youku.com,46.1,20-Aug-2018
ifittalllh@techcrunch.com,59.8,02-Mar-2019
iboullenni@ebay.com,6.0,20-Aug-2018
imcquaide96@craigslist.org,5.7,08-Dec-2018
emerryweatherlf@cafepress.com,60.9,22-Aug-2018
bwindbc@deviantart.com,3.9,19-Jul-2018
zlucusg6@amazonaws.com,69.6,05-Mar-2019
rwrist14@mysql.com,49.6,11-Aug-2018
ahawsbycx@irs.gov,92.0,04-Jan-2019
dwhipple35@shop-pro.jp,23.0,02-Mar-2019
cpaladinil5@fc2.com,82.8,26-Nov-2018
cnettijf@bloglines.com,17.9,19-Jan-2019
bwindbc@deviantart.com,41.9,05-Apr-2019
gmcenteggart1o@epa.gov,80.9,01-May-2019
mboltepb@irs.gov,66.0,18-May-2019
ecuppleditchnq@princeton.edu,99.6,29-Jan-2019
aretchlessiw@washington.edu,14.2,19-Feb-2019
lgabbottsli@epa.gov,83.7,13-Feb-2019
mchrispinfl@miitbeian.gov.cn,53.3,04-Nov-2018
hwattisham3e@nasa.gov,55.4,13-Sep-2018
mcutting6e@tmall.com,16.5,26-Jun-2018
eharborow5p@behance.net,57.9,17-Sep-2018
lreedykk@comsenz.com,54.9,14-Nov-2018
tcasacciod6@sakura.ne.jp,62.4,26-Apr-2019
bgrisardm7@typepad.com,21.0,11-Jun-2018
wwride3g@newsvine.com,20.1,02-Jan-2019
loldlandfx@senate.gov,6.1,28-Jul-2018
aretchlessjo@indiegogo.com,48.4,08-Dec-2018
cleggonjc@163.com,14.7,19-Dec-2018
sburkertcc@pagesperso-orange.fr,23.7,11-May-2019
lsopermo@i2i.jp,50.1,20-Oct-2018
mruddocho6@tripadvisor.com,94.8,04-Nov-2018
rhuggensrg@marriott.com,21.4,24-Sep-2018
yleheudehu@ucoz.com,62.7,18-Jul-2018
tdaymentik@blogs.com,42.9,29-Mar-2019
kcathesyedrl@parallels.com,10.9,19-May-2019
nelkinspj@ox.ac.uk,33.2,22-Jul-2018
ghansleyqc@freewebs.com,98.6,08-Sep-2018
mvancastelel6@surveymonkey.com,98.3,07-Feb-2019
hmellodey7t@facebook.com,53.9,19-Feb-2019
pgothrup3p@wix.com,93.9,26-Jan-2019
adeane25@twitter.com,50.4,12-Oct-2018
xhamelynq4@cpanel.net,22.9,09-Mar-2019
plandegn4@ovh.net,7.9,27-Apr-2019
rnehlsen1u@wunderground.com,8.8,02-Jan-2019
cleiversg8@privacy.gov.au,69.7,02-Feb-2019
bsuter8g@cafepress.com,8.3,31-Oct-2018
hbansalk0@accuweather.com,55.5,05-Aug-2018
zdraiseykn@cnet.com,55.1,24-Sep-2018
channisal@networksolutions.com,87.1,14-Jul-2018
aheffordeh6@wiley.com,61.8,01-Apr-2019
chavock70@freewebs.com,88.5,20-Jun-2018
bsuter8g@cafepress.com,25.6,24-Aug-2018
cduffieldje@bbb.org,26.4,10-Mar-2019
bromkenx@spotify.com,60.4,01-Aug-2018
edelasallekd@delicious.com,29.6,13-Dec-2018
lfraysgo@odnoklassniki.ru,29.3,23-Apr-2019
efausset7z@theglobeandmail.com,39.4,07-Feb-2019
ibownde62@chron.com,8.2,08-Apr-2019
tbarreauh4@about.com,44.5,13-Feb-2019
tproskel1@jiathis.com,69.6,16-Jul-2018
hevettsks@vimeo.com,68.0,16-Nov-2018
jmonkton45@wikia.com,91.8,26-Feb-2019
bduplain6m@rakuten.co.jp,41.4,15-May-2019
sluff1g@hibu.com,10.6,31-Aug-2018
lingleston4m@toplist.cz,96.5,04-Jan-2019
nguthrum51@google.fr,72.5,18-May-2019
zkeelerp0@smugmug.com,61.5,05-Aug-2018
ctourmell20@huffingtonpost.com,14.6,19-Jan-2019
gbeebeel7@ca.gov,63.6,17-Mar-2019
lstidston7l@de.vu,41.6,15-Jun-2018
areinard29@google.co.jp,68.5,15-Jun-2018
dherion5j@washington.edu,31.8,01-Oct-2018
janear24@earthlink.net,79.6,24-Sep-2018
aczadlaqx@sfgate.com,8.1,04-May-2019
mbuckam3d@blinklist.com,8.6,02-Jun-2018
ametherell2p@nifty.com,46.8,23-Jul-2018
kbertsonh9@chronoengine.com,9.1,26-Mar-2019
jpoole46@youtube.com,91.7,26-Jul-2018
blambalos@1und1.de,85.3,20-Oct-2018
mbansteadqa@yahoo.com,5.9,29-May-2018
ichartregz@imageshack.us,18.3,25-Jun-2018
jplumtreeed@oaic.gov.au,76.9,10-Dec-2018
dtatnelldf@godaddy.com,94.4,05-Oct-2018
eboncoeurm0@opensource.org,19.9,30-Mar-2019
mtrevaskis92@storify.com,83.7,10-Jun-2018
jdominofz@washingtonpost.com,79.8,10-Sep-2018
janear24@earthlink.net,16.8,23-Oct-2018
cpreskettr3@elegantthemes.com,2.2,16-May-2019
opynnerhz@hatena.ne.jp,29.6,27-Jul-2018
fblancowei3@foxnews.com,46.0,04-Nov-2018
mblasiaklk@delicious.com,35.9,03-May-2019
kamblerm2@naver.com,6.5,18-Oct-2018
gdickings1x@sphinn.com,5.5,30-Dec-2018
rgascoinebr@goodreads.com,38.1,08-Sep-2018
drannellsds@scribd.com,6.2,15-May-2019
cdonanft@indiatimes.com,27.5,19-Sep-2018
bwilkersonpd@nytimes.com,27.1,02-Dec-2018
tgeerebe@friendfeed.com,48.4,28-Oct-2018
pfainnv@mysql.com,47.8,23-Oct-2018
mjanczewski5y@wiley.com,18.4,12-Feb-2019
jhawe8r@cbc.ca,50.7,25-Jun-2018
kbarbaryla@mlb.com,63.1,13-Jan-2019
fpetricc4@amazon.com,62.1,13-Jul-2018
vswancockj6@auda.org.au,91.7,11-Jul-2018
storreq6@latimes.com,53.9,18-Mar-2019
iaaronsqo@i2i.jp,47.9,12-Oct-2018
egosson5w@arstechnica.com,59.9,30-Aug-2018
mhardwinpm@privacy.gov.au,64.3,07-Sep-2018
grivlineb@nationalgeographic.com,56.1,23-Jul-2018
cbeswetherickfh@google.it,77.4,05-Aug-2018
lnaughtonj5@e-recht24.de,24.4,10-Jun-2018
cmorgenf5@cbc.ca,99.6,08-Aug-2018
eanglime1@hp.com,35.4,31-Jul-2018
xrobic5t@prnewswire.com,67.9,20-Oct-2018
fbowiekg@earthlink.net,85.9,22-Nov-2018
bverteyj7@google.com.hk,21.6,02-Jan-2019
btirreyv@geocities.com,61.4,19-May-2019
rstairskq@imdb.com,67.9,08-Mar-2019
rrippingalegr@dailymail.co.uk,80.6,16-Aug-2018
hmelbury71@cbc.ca,55.6,19-Dec-2018
mbleythingfw@japanpost.jp,74.4,06-Apr-2019
evinas7u@thetimes.co.uk,18.7,26-Feb-2019
kdibdaleqh@typepad.com,84.0,06-Jul-2018
kkitchingmanhx@wsj.com,25.5,12-Jun-2018
mzavatterob6@wikispaces.com,60.4,22-Apr-2019
ltrainerlx@narod.ru,42.0,28-Jun-2018
tfeasbyq8@shinystat.com,73.3,15-Mar-2019
wdemorenobs@hibu.com,1.1,21-Oct-2018
thawker3a@vinaora.com,66.9,08-Apr-2019
ecappele6@imageshack.us,33.7,09-Feb-2019
asimysonns@sohu.com,29.6,25-Jun-2018
chenrot4f@huffingtonpost.com,16.0,28-Oct-2018
glubmanmu@timesonline.co.uk,22.3,09-May-2019
madlemr@statcounter.com,7.6,26-Oct-2018
rlanceley8j@unc.edu,62.5,20-May-2019
mboltepb@irs.gov,26.1,25-May-2018
twyper4g@blogger.com,20.7,03-Feb-2019
ssapsonpe@soup.io,73.8,06-Jun-2018
kkimbellow@github.io,83.1,03-Jul-2018
dgreenhamnn@china.com.cn,48.3,16-Dec-2018
afarlamben5@tripod.com,83.5,14-Jul-2018
nfredianie3@ucoz.com,7.6,02-Mar-2019
rlansdownhd@bravesites.com,7.9,05-Sep-2018
ggilhoolie3s@seattletimes.com,61.9,15-Apr-2019
nwassell8d@1688.com,85.4,19-Aug-2018
sfibben6g@prnewswire.com,35.3,21-Jan-2019
sserjeantsonay@whitehouse.gov,46.5,30-Apr-2019
mbonnykt@springer.com,46.5,21-Dec-2018
cbysaker1e@globo.com,58.9,13-Jun-2018
ploverock8n@nhs.uk,3.1,02-Jul-2018
corteta0@ycombinator.com,65.0,16-Apr-2019
madlemr@statcounter.com,30.4,26-Feb-2019
dshewan3y@guardian.co.uk,13.1,19-Jun-2018
eousbybp@chronoengine.com,40.1,07-Sep-2018
sottee2j@twitter.com,69.6,27-Aug-2018
asimysonns@sohu.com,37.7,31-Jul-2018
timpey4x@weebly.com,86.5,29-Jan-2019
storreq6@latimes.com,49.5,01-Jul-2018
fdowsettf4@myspace.com,89.3,14-Mar-2019
mvaiseyk2@wordpress.org,5.1,26-Jul-2018
rmcgarahan1w@soup.io,65.7,25-Mar-2019
awhodcoat5g@mozilla.com,82.7,16-Oct-2018
pbollardaa@ycombinator.com,60.2,19-May-2019
dlilywhite94@google.fr,90.2,16-Oct-2018
lwanellgl@dot.gov,10.3,25-Jun-2018
edayesgs@hugedomains.com,33.0,20-Mar-2019
praisbeck3x@geocities.com,65.3,27-Aug-2018
dpenddrethm1@de.vu,78.5,04-Aug-2018
tmickanhf@delicious.com,8.1,05-Oct-2018
ienburygj@yale.edu,18.7,02-May-2019
cmckoy47@tmall.com,61.8,29-Sep-2018
alecount8v@google.co.jp,30.3,22-Jan-2019
klugsdini5@fema.gov,40.6,22-Jan-2019
vedgerlyeh@google.es,9.6,29-Jun-2018
lbilbrooke2@archive.org,32.2,12-Mar-2019
jmonkton45@wikia.com,23.9,12-Nov-2018
asymerskf@purevolume.com,93.5,27-Aug-2018
aastupenas5a@about.com,33.7,27-Feb-2019
tgeerebe@friendfeed.com,7.3,31-Oct-2018
vspornerz@flavors.me,98.6,19-Dec-2018
rsuddickqp@chicagotribune.com,23.4,22-Dec-2018
bnapier2y@biglobe.ne.jp,48.8,12-Jan-2019
mdefrainc5@plala.or.jp,97.8,30-Oct-2018
maronsohn4z@oaic.gov.au,89.6,04-Feb-2019
jtorres97@washingtonpost.com,47.9,18-Nov-2018
gervineia@ezinearticles.com,65.7,25-Oct-2018
ljaksic22@squarespace.com,33.8,25-Oct-2018
edivers1y@theatlantic.com,47.5,30-Jul-2018
dlesser3@yellowbook.com,93.5,31-Jan-2019
fdick3u@cocolog-nifty.com,45.9,23-Aug-2018
awhodcoat5g@mozilla.com,3.9,03-Apr-2019
rkenninghamlt@xrea.com,33.1,03-Sep-2018
mchrispinfl@miitbeian.gov.cn,73.0,26-Apr-2019
afontellesfq@google.ca,74.1,14-Mar-2019
dgoodale9m@digg.com,65.3,20-May-2019
cleileb1@imgur.com,61.5,10-Apr-2019
falpino5@state.gov,70.0,16-Apr-2019
bhouricanoh@businessinsider.com,77.6,23-May-2019
gcastendao0@mtv.com,49.4,21-Jan-2019
fjaquestiz@time.com,91.1,14-Apr-2019
dmckern4y@sfgate.com,94.5,08-Dec-2018
bgaskill90@nih.gov,6.2,02-Jun-2018
blambalos@1und1.de,75.3,05-Nov-2018
awallbutton9o@nbcnews.com,24.1,10-Aug-2018
mdefrainc5@plala.or.jp,33.6,13-Aug-2018
gbarczynski79@51.la,79.9,21-Jul-2018
mdouchjw@gnu.org,71.0,12-Sep-2018
nredmellge@eepurl.com,28.9,13-Nov-2018
mcanaanp@unicef.org,63.4,14-Sep-2018
ulyptritim@feedburner.com,92.1,02-Sep-2018
fharrowaybu@zimbio.com,54.0,11-Feb-2019
ssydesk5@nih.gov,76.6,06-Jul-2018
rminchinton2e@vk.com,23.9,01-May-2019
gmachina5@t-online.de,96.7,22-Jan-2019
fbuttonih@ox.ac.uk,66.9,10-Jan-2019
dblesdillg4@paginegialle.it,84.4,04-Oct-2018
ibynethmj@behance.net,46.6,10-Sep-2018
aoventonmh@domainmarket.com,85.0,22-May-2019
hbansalk0@accuweather.com,47.2,25-Feb-2019
rrippingalegr@dailymail.co.uk,80.6,02-May-2019
iwillett5f@a8.net,81.6,17-Jul-2018
achasierbz@cbsnews.com,11.1,18-Jul-2018
nstittoz@google.com.hk,11.8,24-Oct-2018
lboulgerdk@google.pl,69.8,13-Mar-2019
tmussardho@devhub.com,47.6,21-Feb-2019
tproskel1@jiathis.com,65.4,23-Oct-2018
tdarkdj@seesaa.net,79.3,28-Sep-2018
rgwyercm@amazon.co.uk,37.6,23-Sep-2018
cdonanft@indiatimes.com,87.5,22-Jul-2018
celletsonqz@prnewswire.com,96.5,22-Mar-2019
ahaddingtonea@sun.com,61.6,14-Apr-2019
abauducciorf@google.com.au,82.3,13-Mar-2019
mgilderoy7p@plala.or.jp,35.0,04-Jul-2018
alademann4s@toplist.cz,86.3,18-Mar-2019
rsutherdenht@amazon.co.jp,61.7,03-May-2019
dlesser3@yellowbook.com,70.1,27-Jun-2018
dsconcepa@shop-pro.jp,96.0,03-Jun-2018
tchesnay9x@github.io,95.4,15-Mar-2019
nbutcherix@tamu.edu,30.1,28-Feb-2019
zkeelerp0@smugmug.com,50.8,11-Nov-2018
jtzareg@princeton.edu,36.4,01-May-2019
rhockell57@icq.com,58.0,16-May-2019
kgiblinge4@free.fr,6.1,02-Dec-2018
chercockil@ca.gov,26.3,12-Mar-2019
vdonisor7@google.ru,38.4,04-Feb-2019
mladloedl@disqus.com,8.7,08-Mar-2019
kgiblinge4@free.fr,77.7,19-May-2019
fgrahamai@slate.com,34.3,16-Apr-2019
kcathesyedrl@parallels.com,81.0,27-Jan-2019
tlormane9@altervista.org,37.2,16-May-2019
cchessil8b@sitemeter.com,31.2,13-Mar-2019
eeaton16@soup.io,31.6,01-Oct-2018
wodempsey2x@thetimes.co.uk,96.6,10-Mar-2019
morhtp4@linkedin.com,12.8,16-Apr-2019
preeder2t@forbes.com,81.2,11-Jan-2019
jgreshamny@sciencedaily.com,57.9,06-Dec-2018
ehealks17@privacy.gov.au,71.3,27-Sep-2018
jellistonf2@cloudflare.com,57.8,12-Nov-2018
thawker3a@vinaora.com,46.7,14-Sep-2018
tnarriecj@forbes.com,33.6,04-Oct-2018
dchardkp@google.it,11.7,03-Aug-2018
kclaveringi0@quantcast.com,24.6,31-Aug-2018
adunnawayrj@github.com,8.4,29-Oct-2018
timpey4x@weebly.com,88.8,18-Jan-2019
cjeandet39@aol.com,97.6,24-Apr-2019
mskamelldo@pen.io,20.3,27-Oct-2018
ffearonm9@addtoany.com,20.5,19-Nov-2018
chavock70@freewebs.com,70.0,14-Aug-2018
nmaberley83@buzzfeed.com,97.7,26-Nov-2018
yleheudehu@ucoz.com,45.2,13-Mar-2019
ggodsell6j@umn.edu,29.8,04-Dec-2018
biking3@buzzfeed.com,5.7,04-Jul-2018
parnoud5i@vk.com,32.0,03-Jan-2019
rlewer87@woothemes.com,96.4,26-Mar-2019
ametherell2p@nifty.com,9.2,19-Mar-2019
tmussardho@devhub.com,41.4,15-Jul-2018
pdefew33@hatena.ne.jp,86.4,10-Apr-2019
iharforddz@reference.com,3.1,19-Sep-2018
ssoutherellav@w3.org,91.0,23-Mar-2019
treyburnmb@pbs.org,52.0,04-Dec-2018
fjaquestiz@time.com,33.2,05-Mar-2019
dgawthrop4t@goo.gl,1.8,23-Apr-2019
bbartzennb@fema.gov,86.8,10-Oct-2018
rperotti6o@simplemachines.org,17.8,27-Mar-2019
dgoodale9m@digg.com,96.1,28-May-2018
edevaneyjk@tripod.com,1.1,04-Apr-2019
smcmenemyej@plala.or.jp,8.2,23-Feb-2019
lhydesas@nature.com,26.6,04-Jan-2019
abarbaryex@php.net,6.5,12-Aug-2018
rbradbornehe@soundcloud.com,76.3,18-Apr-2019
ttolchard3@godaddy.com,14.2,06-Nov-2018
vroccaao@google.cn,16.7,31-Aug-2018
hgreenshiels7o@quantcast.com,90.5,14-Aug-2018
agidmankv@who.int,56.1,25-Oct-2018
krawsthorn8o@tripod.com,7.1,07-Feb-2019
bcristoferif6@ed.gov,64.3,05-Oct-2018
aheffordeh6@wiley.com,62.4,26-Jul-2018
zdraiseykn@cnet.com,77.3,09-Jun-2018
praltonmp@bloglovin.com,85.0,17-Mar-2019
mleavry18@wikipedia.org,52.0,19-Dec-2018
ksherrockseo@wiley.com,42.2,13-Jan-2019
obattlestoneet@cloudflare.com,64.2,13-Mar-2019
rbaldwinbd@businesswire.com,26.4,03-Feb-2019
rmendesaz@fastcompany.com,16.0,16-Oct-2018
lfowley7r@netvibes.com,43.3,10-Apr-2019
drussig7@pinterest.com,61.4,05-Oct-2018
sberrey53@wufoo.com,90.7,22-Apr-2019
gbeebeel7@ca.gov,86.4,19-Oct-2018
hstrutley42@sina.com.cn,66.9,31-Jan-2019
bhendriksefm@house.gov,24.5,30-Jan-2019
tnarriecj@forbes.com,71.3,25-Sep-2018
cparrame@craigslist.org,54.6,05-Oct-2018
bgobbet2@deliciousdays.com,16.3,26-Aug-2018
scragoe5o@g.co,98.3,24-Jul-2018
dbrunoneba@mac.com,30.9,15-Jan-2019
nfredianie3@ucoz.com,19.5,31-Oct-2018
rperotti6o@simplemachines.org,69.1,11-Sep-2018
smalloy5z@hhs.gov,65.4,11-Jul-2018
mbonnykt@springer.com,89.3,18-Nov-2018
dblesdillg4@paginegialle.it,26.7,14-Jul-2018
qgoshawkrm@php.net,95.5,08-Aug-2018
mcarcas40@studiopress.com,87.8,23-Nov-2018
cdonanft@indiatimes.com,99.9,15-Mar-2019
edelasallekd@delicious.com,97.1,24-Jan-2019
kfolbige1a@moonfruit.com,64.2,03-Jun-2018
kjuaneu@blogtalkradio.com,61.8,10-Oct-2018
etapsfieldld@yahoo.com,88.6,03-Aug-2018
mphinnessyl0@cafepress.com,80.9,15-Jan-2019
rsutherdenht@amazon.co.jp,92.7,17-Feb-2019
ejonson73@cdc.gov,48.9,02-Nov-2018
sbassetl9@economist.com,91.7,16-Jul-2018
cclifft75@stumbleupon.com,89.1,21-Oct-2018
afreckleton8z@patch.com,26.9,10-May-2019
chenrot4f@huffingtonpost.com,4.4,05-Jan-2019
rperotti6o@simplemachines.org,70.2,28-Apr-2019
aretchlessjo@indiegogo.com,23.0,07-May-2019
somond59@scientificamerican.com,43.2,24-Sep-2018
drannellsds@scribd.com,34.0,29-Dec-2018
rcoomberfc@netlog.com,43.7,05-Oct-2018
adaveridgec@cnet.com,78.5,26-Oct-2018
wprobbingsdh@ft.com,30.1,29-May-2018
rtrenbayb5@google.ru,94.9,23-Aug-2018
ecawsbyfr@foxnews.com,95.5,23-Oct-2018
nelderkinmv@drupal.org,41.8,29-Jul-2018
vravelusi1@photobucket.com,69.8,05-Apr-2019
lsopermo@i2i.jp,90.2,11-Mar-2019
amebiusbj@spiegel.de,18.4,26-Aug-2018
fdennyjm@blogspot.com,30.4,29-Sep-2018
gcraftsdq@nasa.gov,99.9,19-Jun-2018
rleving12@bbc.co.uk,72.9,05-Jul-2018
gburrassnw@google.fr,40.8,04-Nov-2018
gkarlik9q@mozilla.org,34.0,19-May-2019
hevettsks@vimeo.com,9.1,23-Jun-2018
elusher3q@newsvine.com,3.6,26-Dec-2018
gpannamanre@salon.com,73.8,22-Jan-2019
rsidworthoq@webs.com,70.5,27-May-2018
ecuppleditchnq@princeton.edu,60.4,06-May-2019
lolivarimr@shutterfly.com,48.3,25-Dec-2018
rpiche4h@mysql.com,61.0,29-Mar-2019
pedensr6@google.co.uk,21.8,02-Oct-2018
hlugsdin77@twitter.com,55.6,13-Nov-2018
fbradlaughqg@wikipedia.org,29.9,28-Oct-2018
cbeswetherickfh@google.it,32.5,02-Aug-2018
wrangall38@ca.gov,62.5,02-Jun-2018
ehaslochof@woothemes.com,94.1,22-Nov-2018
jpettigreeis@vk.com,6.2,19-Mar-2019
sstothardgc@dyndns.org,52.2,06-May-2019
tenzley6w@wisc.edu,79.2,18-Feb-2019
mmeleskce@ycombinator.com,43.0,20-Apr-2019
wmasedonct@privacy.gov.au,48.9,25-Jul-2018
barmsden7i@infoseek.co.jp,58.7,11-Nov-2018
mbuckam3d@blinklist.com,44.9,17-Jan-2019
asymerskf@purevolume.com,71.3,21-Nov-2018
cmoretonka@tripod.com,21.7,19-Apr-2019
rcellejd@google.fr,57.1,01-Sep-2018
cpaskmg@pbs.org,68.2,23-Jan-2019
emacfaulgk@hc360.com,17.7,29-Jun-2018
ebellanger8m@marriott.com,10.1,20-Nov-2018
tvogellerjr@dion.ne.jp,63.0,08-Jan-2019
oantukb@deviantart.com,89.5,06-Jun-2018
cperronefk@nba.com,75.9,19-Jun-2018
ostoterid@cbslocal.com,63.0,12-Mar-2019
ucorpes2m@usnews.com,12.0,26-Jul-2018
fandrys63@usatoday.com,65.4,15-Aug-2018
kholbarrow7@whitehouse.gov,98.4,17-May-2019
oashmolef3@freewebs.com,87.2,02-Jul-2018
barmsden7i@infoseek.co.jp,11.4,29-Nov-2018
